ticket_id,customer_id,date,category,severity,resolution_time_hours,satisfaction_score,related_order_id,escalated
TKT-01533,C-3821,2026-06-20,technical,critical,50,2,ORD-5696,True
TKT-01987,C-0369,2026-06-20,billing,high,83,3,ORD-6147,False
TKT-00721,C-0383,2026-06-20,quality,low,14,3,ORD-8953,False
TKT-00973,C-1225,2026-06-20,billing,critical,132,1,ORD-8475,True
TKT-01172,C-4106,2026-06-20,service,critical,91,2,ORD-2265,True
TKT-01919,C-1364,2026-06-20,billing,critical,103,1,ORD-2182,True
TKT-01672,C-2268,2026-06-20,technical,high,110,1,ORD-7153,True
TKT-00124,C-2256,2026-06-20,quality,critical,57,2,ORD-4699,True
TKT-01576,C-1904,2026-06-20,billing,high,72,1,ORD-1180,True
TKT-00489,C-3177,2026-06-20,technical,low,93,1,ORD-5880,True
TKT-00552,C-4893,2026-06-20,technical,critical,136,1,ORD-5625,True
TKT-00038,C-1128,2026-06-20,service,medium,61,2,ORD-9322,True
TKT-00085,C-0310,2026-06-20,delivery,critical,90,2,ORD-5963,True
TKT-00938,C-2348,2026-06-21,billing,medium,12,4,ORD-6243,False
TKT-00888,C-3012,2026-06-21,service,low,52,1,ORD-6144,True
TKT-01633,C-1286,2026-06-21,service,medium,33,4,ORD-5208,False
TKT-01881,C-1827,2026-06-21,service,medium,1,3,ORD-1102,False
TKT-00483,C-4607,2026-06-21,delivery,critical,51,2,ORD-5570,True
TKT-00049,C-0512,2026-06-21,delivery,critical,98,2,ORD-5973,True
TKT-01440,C-0972,2026-06-21,billing,low,4,2,ORD-7605,True
TKT-00868,C-4993,2026-06-21,technical,high,55,1,ORD-3153,True
TKT-01450,C-4297,2026-06-21,quality,critical,71,2,ORD-8508,True
TKT-01803,C-0650,2026-06-21,service,low,5,4,ORD-2538,False
TKT-01335,C-4161,2026-06-21,service,high,53,3,ORD-6277,False
TKT-01647,C-4244,2026-06-21,delivery,critical,51,1,ORD-1966,True
TKT-00412,C-0416,2026-06-21,quality,critical,65,2,ORD-3565,True
TKT-00378,C-1528,2026-06-21,billing,low,15,1,ORD-5411,True
TKT-01247,C-0034,2026-06-21,technical,critical,62,1,ORD-2253,True
TKT-00456,C-2644,2026-06-21,delivery,critical,78,1,ORD-3079,True
TKT-01382,C-3025,2026-06-21,delivery,low,7,4,ORD-2066,False
TKT-00206,C-1524,2026-06-21,technical,medium,17,3,ORD-5641,False
TKT-01754,C-3625,2026-06-21,service,critical,49,1,ORD-2377,True
TKT-01437,C-0834,2026-06-22,technical,low,9,3,ORD-9832,False
TKT-01263,C-0679,2026-06-22,technical,critical,58,1,ORD-2529,True
TKT-01216,C-1641,2026-06-22,quality,high,50,2,ORD-6823,True
TKT-00735,C-3113,2026-06-22,billing,high,52,3,ORD-4071,False
TKT-00125,C-4756,2026-06-22,service,high,77,1,ORD-4319,True
TKT-00858,C-4237,2026-06-22,quality,critical,61,1,ORD-3845,True
TKT-00585,C-0707,2026-06-22,service,critical,80,2,ORD-8438,True
TKT-01677,C-2570,2026-06-22,delivery,high,63,1,ORD-8685,True
TKT-00300,C-2436,2026-06-22,delivery,low,3,3,ORD-4098,False
TKT-00682,C-1577,2026-06-22,billing,low,0,4,ORD-8160,False
TKT-01091,C-3184,2026-06-22,technical,medium,15,2,ORD-2400,True
TKT-01587,C-0286,2026-06-22,quality,high,53,3,ORD-1367,False
TKT-00482,C-3417,2026-06-22,billing,medium,4,3,ORD-2969,False
TKT-00203,C-0916,2026-06-22,technical,medium,33,4,ORD-3267,False
TKT-01548,C-4123,2026-06-22,technical,high,59,1,ORD-4838,True
TKT-01276,C-2136,2026-06-22,delivery,high,76,2,ORD-4445,True
TKT-00852,C-2861,2026-06-22,delivery,high,62,3,ORD-4602,False
TKT-01582,C-1077,2026-06-22,delivery,medium,20,5,ORD-6425,False
TKT-00678,C-4761,2026-06-22,service,critical,50,3,ORD-7413,True
TKT-01873,C-3221,2026-06-23,service,critical,117,2,ORD-3694,True
TKT-01915,C-1358,2026-06-23,service,medium,16,2,ORD-9046,True
TKT-01585,C-1037,2026-06-23,delivery,critical,50,3,ORD-9971,True
TKT-00530,C-4325,2026-06-23,quality,high,61,3,ORD-1911,False
TKT-01539,C-3683,2026-06-23,service,low,61,1,ORD-9545,True
TKT-00871,C-1987,2026-06-23,billing,low,25,5,ORD-9721,False
TKT-00302,C-1101,2026-06-23,billing,low,4,2,ORD-5657,True
TKT-01898,C-4956,2026-06-23,delivery,medium,13,4,ORD-2114,False
TKT-01352,C-2005,2026-06-23,billing,high,100,1,ORD-1668,True
TKT-01746,C-0062,2026-06-23,service,low,69,1,ORD-3745,True
TKT-01211,C-3496,2026-06-23,quality,low,47,2,ORD-7034,True
TKT-01807,C-1089,2026-06-23,quality,low,1,3,ORD-2314,False
TKT-00737,C-0161,2026-06-23,service,medium,35,5,ORD-1528,False
TKT-00657,C-2094,2026-06-23,service,high,57,3,ORD-2160,False
TKT-01169,C-0612,2026-06-23,service,low,152,1,ORD-8173,True
TKT-01215,C-1643,2026-06-23,service,low,0,4,ORD-3188,False
TKT-01338,C-0799,2026-06-23,delivery,critical,60,1,ORD-1397,True
TKT-00068,C-1336,2026-06-23,service,low,20,2,ORD-3156,True
TKT-01768,C-2272,2026-06-24,service,low,10,5,ORD-8679,False
TKT-01230,C-0318,2026-06-24,billing,high,59,2,ORD-9107,True
TKT-00102,C-1462,2026-06-24,service,critical,76,1,ORD-1496,True
TKT-01775,C-4933,2026-06-24,delivery,high,50,2,ORD-9458,True
TKT-01040,C-1754,2026-06-24,technical,medium,46,3,ORD-7010,False
TKT-01983,C-3607,2026-06-24,quality,critical,59,3,ORD-7882,True
TKT-00954,C-4615,2026-06-24,delivery,high,65,1,ORD-2220,True
TKT-00953,C-1316,2026-06-24,quality,critical,51,2,ORD-1079,True
TKT-00939,C-3064,2026-06-24,quality,low,6,1,ORD-7219,True
TKT-00341,C-1742,2026-06-24,billing,critical,49,3,ORD-6679,True
TKT-01942,C-1011,2026-06-24,delivery,medium,47,4,ORD-6458,False
TKT-00430,C-1890,2026-06-24,service,medium,5,5,ORD-1797,False
TKT-01644,C-2001,2026-06-24,service,low,21,3,ORD-5769,False
TKT-01747,C-4183,2026-06-24,technical,low,16,3,ORD-6646,False
TKT-01515,C-1137,2026-06-24,technical,critical,94,1,ORD-4501,True
TKT-01769,C-2182,2026-06-24,technical,critical,53,1,ORD-7668,True
TKT-00135,C-2006,2026-06-24,technical,critical,81,1,ORD-5331,True
TKT-01949,C-2690,2026-06-24,delivery,high,48,2,ORD-3647,True
TKT-00553,C-1111,2026-06-24,delivery,low,7,4,ORD-4387,False
TKT-01429,C-0962,2026-06-24,delivery,medium,35,3,ORD-9936,False
TKT-01443,C-2592,2026-06-24,service,critical,61,1,ORD-5898,True
TKT-00258,C-3087,2026-06-24,billing,low,51,1,ORD-1479,True
TKT-01297,C-2468,2026-06-24,technical,high,117,1,ORD-6063,True
TKT-01481,C-1518,2026-06-24,billing,medium,14,5,ORD-5973,False
TKT-00632,C-0794,2026-06-24,billing,medium,0,3,ORD-6769,False
TKT-01485,C-1518,2026-06-24,billing,high,108,1,ORD-4143,True
TKT-01578,C-1004,2026-06-25,service,high,104,2,ORD-5060,True
TKT-01729,C-2546,2026-06-25,service,critical,69,2,ORD-4331,True
TKT-00023,C-0609,2026-06-25,billing,medium,70,2,ORD-9742,True
TKT-01264,C-3591,2026-06-25,delivery,critical,153,3,ORD-9608,True
TKT-01441,C-3142,2026-06-25,technical,critical,58,3,ORD-8277,True
TKT-00846,C-4923,2026-06-25,technical,critical,91,2,ORD-9389,True
TKT-01401,C-0001,2026-06-25,service,medium,35,2,ORD-9441,True
TKT-00004,C-0636,2026-06-25,delivery,low,5,4,ORD-6197,False
TKT-00881,C-0931,2026-06-25,delivery,high,92,1,ORD-3879,True
TKT-00115,C-0994,2026-06-25,quality,high,51,2,ORD-8901,True
TKT-01100,C-4142,2026-06-25,delivery,medium,5,3,ORD-2369,False
TKT-00817,C-0670,2026-06-25,delivery,critical,74,2,ORD-7875,True
TKT-01208,C-4271,2026-06-25,service,medium,7,4,ORD-3609,False
TKT-00377,C-3117,2026-06-25,quality,low,18,3,ORD-9975,False
TKT-01191,C-1601,2026-06-25,technical,high,91,1,ORD-9871,True
TKT-01229,C-1744,2026-06-25,billing,low,0,4,ORD-7072,False
TKT-00330,C-1697,2026-06-25,delivery,critical,73,2,ORD-9271,True
TKT-01083,C-0222,2026-06-25,quality,low,4,4,ORD-7570,False
TKT-00030,C-4445,2026-06-25,delivery,medium,5,3,ORD-9863,False
TKT-00306,C-4263,2026-06-25,delivery,critical,49,2,ORD-6580,True
TKT-00675,C-0412,2026-06-25,technical,medium,3,4,ORD-8408,False
TKT-00349,C-0651,2026-06-25,service,high,81,1,ORD-5215,True
TKT-00533,C-1744,2026-06-25,quality,high,53,2,ORD-2909,True
TKT-00139,C-1001,2026-06-25,billing,low,64,1,ORD-2139,True
TKT-00396,C-0988,2026-06-25,delivery,medium,5,3,ORD-7617,False
TKT-00005,C-3155,2026-06-26,delivery,high,57,2,ORD-9530,True
TKT-00449,C-4110,2026-06-26,billing,medium,0,2,ORD-4524,True
TKT-01333,C-1696,2026-06-26,quality,medium,33,3,ORD-6202,False
TKT-00226,C-0548,2026-06-26,service,high,95,2,ORD-9619,True
TKT-01528,C-0782,2026-06-26,quality,medium,62,1,ORD-5073,True
TKT-00393,C-4656,2026-06-26,technical,low,3,1,ORD-7938,True
TKT-00192,C-4009,2026-06-26,technical,low,0,4,ORD-9163,False
TKT-00369,C-1456,2026-06-26,technical,high,51,3,ORD-6365,False
TKT-00962,C-4066,2026-06-26,technical,low,10,5,ORD-6297,False
TKT-01127,C-0036,2026-06-26,delivery,high,61,1,ORD-3814,True
TKT-01340,C-3821,2026-06-26,billing,low,48,3,ORD-5152,False
TKT-00415,C-2424,2026-06-26,quality,medium,14,4,ORD-9670,False
TKT-01662,C-2819,2026-06-26,billing,high,97,2,ORD-4504,True
TKT-00958,C-0641,2026-06-26,delivery,low,58,2,ORD-5821,True
TKT-00800,C-4600,2026-06-26,billing,low,48,2,ORD-7111,True
TKT-00248,C-1710,2026-06-27,billing,high,63,2,ORD-1511,True
TKT-00689,C-1023,2026-06-27,technical,high,189,2,ORD-8192,True
TKT-00898,C-2929,2026-06-27,billing,low,59,2,ORD-6921,True
TKT-00385,C-0289,2026-06-27,quality,critical,58,1,ORD-2894,True
TKT-01140,C-1268,2026-06-27,quality,high,59,3,ORD-2605,False
TKT-00267,C-3256,2026-06-27,service,critical,64,1,ORD-3141,True
TKT-01019,C-3180,2026-06-27,delivery,low,40,2,ORD-6914,True
TKT-00388,C-2351,2026-06-27,delivery,medium,17,5,ORD-3314,False
TKT-00223,C-3838,2026-06-27,delivery,high,73,1,ORD-9840,True
TKT-01379,C-2423,2026-06-27,delivery,high,50,2,ORD-6136,True
TKT-00816,C-3220,2026-06-27,billing,critical,48,1,ORD-5438,True
TKT-01103,C-4756,2026-06-27,quality,medium,11,2,ORD-2012,True
TKT-00130,C-4882,2026-06-27,billing,medium,15,4,ORD-7934,False
TKT-01213,C-0879,2026-06-27,technical,medium,1,3,ORD-9241,False
TKT-01322,C-1296,2026-06-27,service,low,70,2,ORD-6094,True
TKT-00801,C-1198,2026-06-27,technical,high,60,1,ORD-6774,True
TKT-00375,C-0619,2026-06-27,quality,critical,118,1,ORD-1697,True
TKT-01612,C-2633,2026-06-28,quality,high,50,2,ORD-5852,True
TKT-00069,C-3857,2026-06-28,service,low,24,3,ORD-2190,False
TKT-00730,C-0949,2026-06-28,delivery,low,11,2,ORD-8769,True
TKT-00363,C-4006,2026-06-28,billing,low,40,3,ORD-5561,False
TKT-00620,C-4241,2026-06-28,technical,low,23,4,ORD-1832,False
TKT-00668,C-1252,2026-06-28,service,critical,70,2,ORD-8337,True
TKT-00100,C-4781,2026-06-28,technical,high,54,1,ORD-7905,True
TKT-00945,C-2820,2026-06-28,delivery,high,65,2,ORD-2523,True
TKT-00813,C-2111,2026-06-28,delivery,high,50,1,ORD-7259,True
TKT-00758,C-4602,2026-06-28,delivery,high,57,1,ORD-4697,True
TKT-01074,C-1110,2026-06-28,delivery,critical,48,2,ORD-2866,True
TKT-01772,C-4960,2026-06-28,billing,critical,70,1,ORD-1477,True
TKT-00828,C-2719,2026-06-28,technical,medium,17,5,ORD-4897,False
TKT-01638,C-2826,2026-06-28,technical,medium,27,4,ORD-3502,False
TKT-00878,C-3641,2026-06-28,service,critical,53,1,ORD-6484,True
TKT-00545,C-0056,2026-06-28,delivery,high,51,3,ORD-3111,False
TKT-01024,C-0966,2026-06-28,delivery,critical,74,2,ORD-2089,True
TKT-00594,C-0194,2026-06-28,billing,medium,36,3,ORD-8006,False
TKT-01557,C-1385,2026-06-28,quality,medium,10,5,ORD-1188,False
TKT-00560,C-4092,2026-06-28,quality,high,55,2,ORD-5395,True
TKT-01222,C-4078,2026-06-28,delivery,critical,73,3,ORD-9034,True
TKT-00865,C-0650,2026-06-29,delivery,critical,55,1,ORD-9923,True
TKT-01022,C-1829,2026-06-29,quality,low,0,3,ORD-1479,False
TKT-00671,C-0135,2026-06-29,delivery,critical,49,2,ORD-7647,True
TKT-00694,C-1721,2026-06-29,billing,critical,73,2,ORD-2733,True
TKT-01985,C-1082,2026-06-29,delivery,critical,55,2,ORD-6365,True
TKT-00956,C-3371,2026-06-29,quality,high,49,2,ORD-8671,True
TKT-00985,C-2369,2026-06-29,delivery,critical,73,2,ORD-5294,True
TKT-00589,C-4289,2026-06-29,technical,low,32,4,ORD-1438,False
TKT-00329,C-3591,2026-06-29,billing,critical,75,2,ORD-6201,True
TKT-00292,C-1793,2026-06-29,quality,critical,50,3,ORD-5062,True
TKT-00602,C-0832,2026-06-29,billing,low,13,3,ORD-4561,False
TKT-00176,C-1969,2026-06-29,service,low,20,4,ORD-9821,False
TKT-00051,C-1640,2026-06-29,billing,critical,70,1,ORD-4395,True
TKT-01918,C-0373,2026-06-29,billing,high,84,1,ORD-6419,True
TKT-01366,C-3201,2026-06-29,quality,low,25,4,ORD-9924,False
TKT-00990,C-1349,2026-06-29,billing,high,51,1,ORD-9314,True
TKT-00173,C-4900,2026-06-29,billing,low,13,5,ORD-2894,False
TKT-01469,C-2014,2026-06-29,billing,high,102,3,ORD-6478,False
TKT-01061,C-0868,2026-06-29,billing,high,73,3,ORD-3367,False
TKT-00882,C-3970,2026-06-29,quality,medium,5,3,ORD-4197,False
TKT-01259,C-4313,2026-06-30,technical,high,60,1,ORD-8834,True
TKT-01105,C-3803,2026-06-30,billing,critical,69,3,ORD-9020,True
TKT-01147,C-0218,2026-06-30,delivery,high,77,1,ORD-8177,True
TKT-01283,C-1368,2026-06-30,billing,low,46,3,ORD-3915,False
TKT-00187,C-2122,2026-06-30,billing,medium,30,5,ORD-8277,False
TKT-01027,C-2752,2026-06-30,technical,critical,53,1,ORD-1562,True
TKT-00002,C-0008,2026-06-30,delivery,high,160,1,ORD-6256,True
TKT-00095,C-1750,2026-06-30,delivery,high,56,1,ORD-7300,True
TKT-01239,C-3775,2026-06-30,delivery,high,59,2,ORD-1916,True
TKT-01409,C-1269,2026-06-30,service,medium,20,4,ORD-1177,False
TKT-00471,C-0797,2026-06-30,technical,medium,15,3,ORD-3511,False
TKT-00940,C-4320,2026-06-30,billing,low,12,4,ORD-4150,False
TKT-01453,C-2790,2026-06-30,technical,high,58,1,ORD-8733,True
TKT-00804,C-3767,2026-06-30,quality,critical,55,2,ORD-8349,True
TKT-01745,C-2981,2026-06-30,delivery,medium,27,3,ORD-8349,False
TKT-00220,C-0117,2026-06-30,billing,low,0,3,ORD-4745,False
TKT-00700,C-2340,2026-06-30,technical,low,9,3,ORD-6709,False
TKT-01613,C-0062,2026-06-30,billing,high,76,1,ORD-4791,True
TKT-01611,C-2825,2026-06-30,delivery,critical,59,1,ORD-5740,True
TKT-00213,C-3064,2026-06-30,quality,high,63,3,ORD-8394,False
TKT-00713,C-0084,2026-06-30,quality,low,19,4,ORD-1320,False
TKT-00896,C-0363,2026-06-30,delivery,medium,31,3,ORD-8911,False
TKT-00508,C-0868,2026-06-30,delivery,high,109,1,ORD-8327,True
TKT-01008,C-3263,2026-07-01,service,low,6,4,ORD-6969,False
TKT-01979,C-2032,2026-07-01,quality,high,66,3,ORD-6243,False
TKT-01805,C-4005,2026-07-01,quality,low,28,3,ORD-1990,False
TKT-00477,C-2534,2026-07-01,delivery,low,26,4,ORD-7055,False
TKT-01744,C-1948,2026-07-01,service,high,63,2,ORD-3184,True
TKT-01628,C-4660,2026-07-01,billing,low,10,5,ORD-7717,False
TKT-01085,C-3665,2026-07-01,quality,low,21,3,ORD-3597,False
TKT-00751,C-1150,2026-07-01,service,critical,72,2,ORD-8902,True
TKT-01824,C-3001,2026-07-01,quality,medium,4,3,ORD-1268,False
TKT-00531,C-1460,2026-07-01,quality,low,92,1,ORD-7566,True
TKT-01581,C-3174,2026-07-01,quality,high,59,1,ORD-7859,True
TKT-00343,C-2673,2026-07-01,quality,low,25,5,ORD-7034,False
TKT-01713,C-4046,2026-07-01,delivery,critical,69,1,ORD-7245,True
TKT-00373,C-2698,2026-07-01,technical,medium,23,2,ORD-4756,True
TKT-01261,C-4670,2026-07-01,technical,high,65,1,ORD-6741,True
TKT-01963,C-1558,2026-07-02,delivery,high,48,1,ORD-9037,True
TKT-00831,C-1781,2026-07-02,service,low,26,2,ORD-4161,True
TKT-00518,C-1511,2026-07-02,service,medium,1,4,ORD-9104,False
TKT-00268,C-0038,2026-07-02,delivery,critical,54,1,ORD-6736,True
TKT-00172,C-2579,2026-07-02,quality,critical,86,2,ORD-8161,True
TKT-00796,C-3772,2026-07-02,delivery,low,30,3,ORD-4052,False
TKT-01262,C-0910,2026-07-02,technical,critical,138,1,ORD-8893,True
TKT-01063,C-2521,2026-07-02,billing,low,0,3,ORD-7609,False
TKT-00459,C-3473,2026-07-02,billing,medium,31,4,ORD-5240,False
TKT-01155,C-1497,2026-07-02,delivery,critical,63,1,ORD-2208,True
TKT-01257,C-3174,2026-07-02,billing,low,49,2,ORD-1514,True
TKT-00350,C-2617,2026-07-02,delivery,critical,80,2,ORD-6229,True
TKT-00097,C-1462,2026-07-02,billing,medium,35,4,ORD-7918,False
TKT-01464,C-1192,2026-07-02,quality,low,10,4,ORD-5684,False
TKT-01513,C-4078,2026-07-02,service,high,67,1,ORD-4717,True
TKT-00906,C-0665,2026-07-02,billing,critical,85,2,ORD-9466,True
TKT-00196,C-3578,2026-07-03,delivery,critical,82,2,ORD-8173,True
TKT-01861,C-0717,2026-07-03,quality,medium,40,5,ORD-6699,False
TKT-00714,C-1192,2026-07-03,technical,high,97,1,ORD-6926,True
TKT-00205,C-4885,2026-07-03,delivery,medium,36,3,ORD-3191,False
TKT-00427,C-2835,2026-07-03,service,high,51,1,ORD-4559,True
TKT-01427,C-2190,2026-07-03,service,high,191,3,ORD-5975,False
TKT-01176,C-3417,2026-07-03,quality,critical,57,1,ORD-1092,True
TKT-01384,C-4183,2026-07-03,service,critical,55,1,ORD-5995,True
TKT-00753,C-2073,2026-07-03,technical,medium,45,3,ORD-6631,False
TKT-00111,C-2391,2026-07-03,technical,low,73,3,ORD-7931,False
TKT-01811,C-3318,2026-07-03,technical,low,97,2,ORD-5468,True
TKT-01390,C-0708,2026-07-03,quality,low,7,3,ORD-6128,False
TKT-00727,C-3711,2026-07-03,billing,critical,58,1,ORD-2723,True
TKT-00894,C-4508,2026-07-03,quality,high,48,2,ORD-5941,True
TKT-00983,C-2280,2026-07-03,quality,critical,76,1,ORD-9003,True
TKT-01586,C-3013,2026-07-03,quality,critical,69,3,ORD-6028,True
TKT-00935,C-0732,2026-07-03,technical,low,49,3,ORD-4455,False
TKT-00058,C-4854,2026-07-03,delivery,low,4,3,ORD-7131,False
TKT-00259,C-3518,2026-07-03,quality,medium,13,3,ORD-4187,False
TKT-00963,C-2238,2026-07-04,billing,low,1,5,ORD-8922,False
TKT-00314,C-0988,2026-07-04,service,high,65,2,ORD-8045,True
TKT-00358,C-4316,2026-07-04,delivery,low,109,2,ORD-5956,True
TKT-01696,C-0080,2026-07-04,quality,high,63,1,ORD-4077,True
TKT-01788,C-4915,2026-07-04,technical,critical,74,3,ORD-7675,True
TKT-01955,C-4230,2026-07-04,technical,low,25,3,ORD-5547,False
TKT-00109,C-0411,2026-07-04,service,low,23,4,ORD-4405,False
TKT-00355,C-0358,2026-07-04,service,medium,16,3,ORD-8729,False
TKT-00779,C-0356,2026-07-04,technical,high,107,1,ORD-4781,True
TKT-01882,C-1914,2026-07-04,technical,high,61,1,ORD-6253,True
TKT-01489,C-0964,2026-07-04,delivery,low,56,2,ORD-6514,True
TKT-00747,C-1896,2026-07-04,technical,medium,19,4,ORD-3805,False
TKT-01976,C-1214,2026-07-04,delivery,medium,33,4,ORD-4996,False
TKT-00724,C-1057,2026-07-04,quality,low,25,2,ORD-3863,True
TKT-00921,C-4204,2026-07-04,technical,critical,82,2,ORD-6678,True
TKT-01802,C-2610,2026-07-04,delivery,low,0,3,ORD-8631,False
TKT-00509,C-4800,2026-07-04,quality,high,55,2,ORD-2735,True
TKT-01418,C-1523,2026-07-04,service,low,16,3,ORD-4024,False
TKT-01629,C-1835,2026-07-04,technical,medium,6,4,ORD-5908,False
TKT-01331,C-0716,2026-07-04,delivery,high,65,1,ORD-2241,True
TKT-00443,C-2142,2026-07-04,service,medium,5,3,ORD-2587,False
TKT-01608,C-4624,2026-07-04,quality,medium,48,4,ORD-8751,False
TKT-00193,C-1920,2026-07-05,quality,low,41,5,ORD-1435,False
TKT-00696,C-2439,2026-07-05,quality,medium,20,4,ORD-5441,False
TKT-01164,C-1881,2026-07-05,delivery,low,61,1,ORD-8528,True
TKT-00975,C-3007,2026-07-05,billing,medium,2,4,ORD-1129,False
TKT-00346,C-2619,2026-07-05,delivery,critical,53,2,ORD-4801,True
TKT-01426,C-4360,2026-07-05,quality,high,107,2,ORD-9949,True
TKT-01118,C-2605,2026-07-05,service,high,48,1,ORD-9375,True
TKT-01461,C-1038,2026-07-05,quality,high,52,2,ORD-5582,True
TKT-00324,C-0941,2026-07-05,technical,medium,31,4,ORD-7038,False
TKT-01075,C-2718,2026-07-05,technical,critical,55,2,ORD-5269,True
TKT-01670,C-0724,2026-07-05,delivery,low,30,2,ORD-4227,True
TKT-01141,C-2642,2026-07-05,technical,medium,28,5,ORD-5897,False
TKT-00353,C-1663,2026-07-05,delivery,critical,48,1,ORD-4141,True
TKT-00777,C-2888,2026-07-05,quality,medium,5,2,ORD-8380,True
TKT-00988,C-1607,2026-07-05,quality,low,23,2,ORD-6540,True
TKT-00036,C-3518,2026-07-05,billing,high,76,1,ORD-7528,True
TKT-00931,C-4338,2026-07-05,service,medium,27,2,ORD-6935,True
TKT-01932,C-1958,2026-07-05,billing,critical,94,1,ORD-9390,True
TKT-01735,C-4817,2026-07-05,quality,low,23,3,ORD-8989,False
TKT-00379,C-2760,2026-07-05,service,low,5,4,ORD-5874,False
TKT-00040,C-4938,2026-07-05,technical,low,55,1,ORD-4147,True
TKT-00948,C-2193,2026-07-05,billing,critical,94,1,ORD-9221,True
TKT-01030,C-0945,2026-07-05,delivery,medium,7,3,ORD-3230,False
TKT-01207,C-1247,2026-07-05,billing,critical,48,2,ORD-8132,True
TKT-00841,C-0755,2026-07-05,delivery,high,76,1,ORD-1515,True
TKT-00493,C-0977,2026-07-05,billing,critical,61,3,ORD-8078,True
TKT-01995,C-2373,2026-07-05,billing,low,4,4,ORD-2787,False
TKT-00263,C-0336,2026-07-05,technical,critical,52,1,ORD-7058,True
TKT-00840,C-4869,2026-07-05,service,high,59,2,ORD-6741,True
TKT-00895,C-0928,2026-07-05,service,high,79,3,ORD-3370,False
TKT-01089,C-4660,2026-07-06,quality,low,108,1,ORD-8799,True
TKT-01273,C-1666,2026-07-06,quality,medium,19,3,ORD-9556,False
TKT-00451,C-2151,2026-07-06,quality,critical,83,1,ORD-6663,True
TKT-00445,C-3708,2026-07-06,technical,medium,23,4,ORD-2554,False
TKT-00614,C-1964,2026-07-06,service,critical,57,1,ORD-6654,True
TKT-01301,C-2747,2026-07-06,technical,high,64,1,ORD-1749,True
TKT-01195,C-0703,2026-07-06,technical,medium,27,4,ORD-4693,False
TKT-01933,C-1952,2026-07-06,quality,medium,1,5,ORD-1658,False
TKT-00970,C-2415,2026-07-06,technical,critical,62,2,ORD-2843,True
TKT-01622,C-3203,2026-07-06,billing,low,9,4,ORD-3928,False
TKT-01908,C-2453,2026-07-06,delivery,critical,49,3,ORD-3011,True
TKT-01016,C-3799,2026-07-06,billing,medium,4,4,ORD-2726,False
TKT-00629,C-1744,2026-07-06,quality,medium,103,1,ORD-8624,True
TKT-00693,C-3554,2026-07-06,quality,high,133,2,ORD-8330,True
TKT-00534,C-0451,2026-07-06,service,critical,122,3,ORD-7498,True
TKT-00237,C-4369,2026-07-06,billing,low,46,3,ORD-7305,False
TKT-00717,C-2003,2026-07-06,technical,high,93,2,ORD-7656,True
TKT-01484,C-0486,2026-07-06,technical,critical,55,2,ORD-6485,True
TKT-00854,C-4417,2026-07-06,delivery,medium,113,1,ORD-3196,True
TKT-01319,C-4189,2026-07-06,technical,medium,8,2,ORD-3697,True
TKT-00907,C-2595,2026-07-06,service,medium,23,3,ORD-5129,False
TKT-01372,C-0476,2026-07-06,billing,low,54,3,ORD-5247,False
TKT-01296,C-3432,2026-07-07,delivery,low,35,3,ORD-8865,False
TKT-00468,C-2128,2026-07-07,quality,low,45,4,ORD-7526,False
TKT-01192,C-3749,2026-07-07,service,low,24,2,ORD-5391,True
TKT-00207,C-2374,2026-07-07,quality,medium,52,2,ORD-2336,True
TKT-00230,C-3340,2026-07-07,service,critical,109,2,ORD-3343,True
TKT-00338,C-4508,2026-07-07,technical,high,58,1,ORD-2676,True
TKT-00964,C-2116,2026-07-07,service,critical,100,3,ORD-2351,True
TKT-00410,C-1222,2026-07-07,technical,low,7,3,ORD-9145,False
TKT-00048,C-3578,2026-07-07,quality,medium,60,1,ORD-5713,True
TKT-01200,C-3554,2026-07-07,quality,critical,53,1,ORD-4185,True
TKT-00376,C-0831,2026-07-07,service,low,2,1,ORD-7941,True
TKT-00219,C-4738,2026-07-07,technical,critical,87,2,ORD-9866,True
TKT-01584,C-2993,2026-07-07,billing,low,7,3,ORD-9790,False
TKT-00716,C-0026,2026-07-07,quality,low,36,5,ORD-4621,False
TKT-00136,C-1350,2026-07-07,service,critical,56,1,ORD-7445,True
TKT-01634,C-0372,2026-07-07,technical,low,37,2,ORD-8970,True
TKT-01862,C-3574,2026-07-07,delivery,low,52,1,ORD-3786,True
TKT-00264,C-0801,2026-07-07,quality,medium,3,3,ORD-6200,False
TKT-01732,C-4901,2026-07-07,billing,low,5,4,ORD-8804,False
TKT-00229,C-1096,2026-07-07,service,low,5,5,ORD-1253,False
TKT-00908,C-4512,2026-07-07,billing,high,63,3,ORD-1436,False
TKT-01981,C-4626,2026-07-07,quality,high,51,1,ORD-9806,True
TKT-00254,C-1353,2026-07-07,service,medium,19,5,ORD-7050,False
TKT-01031,C-0944,2026-07-07,service,low,23,5,ORD-1241,False
TKT-00170,C-2438,2026-07-07,service,high,50,1,ORD-4712,True
TKT-01368,C-1922,2026-07-07,quality,medium,7,2,ORD-1652,True
TKT-01436,C-2725,2026-07-07,delivery,medium,9,4,ORD-9030,False
TKT-01605,C-3331,2026-07-08,delivery,medium,15,4,ORD-3197,False
TKT-01773,C-3357,2026-07-08,delivery,low,31,3,ORD-6882,False
TKT-00093,C-0813,2026-07-08,delivery,critical,144,1,ORD-5573,True
TKT-01808,C-4336,2026-07-08,quality,medium,9,3,ORD-2895,False
