inventory_id,product_id,supplier_id,date,stock_level,daily_demand,reorder_point,lead_time_days,days_of_coverage
INV-002627,P-027,S-029,2026-07-05,444,114,342,10,3.9
INV-002628,P-028,S-012,2026-07-05,472,109,327,10,4.34
INV-002629,P-029,S-005,2026-07-05,427,111,333,7,3.85
INV-002630,P-030,S-007,2026-07-05,313,151,453,3,2.07
INV-002631,P-031,S-041,2026-07-05,354,99,297,6,3.58
INV-002632,P-032,S-017,2026-07-05,437,101,303,14,4.33
INV-002633,P-033,S-026,2026-07-05,387,119,357,15,3.26
INV-002634,P-034,S-049,2026-07-05,376,134,402,13,2.81
INV-002635,P-035,S-006,2026-07-05,460,107,321,12,4.3
INV-002636,P-036,S-015,2026-07-05,421,105,315,8,4.02
INV-002637,P-037,S-021,2026-07-05,368,93,279,12,3.97
INV-002638,P-038,S-028,2026-07-05,451,95,285,3,4.75
INV-002639,P-039,S-048,2026-07-05,380,113,339,13,3.37
INV-002640,P-040,S-011,2026-07-05,436,115,345,15,3.8
INV-002641,P-041,S-034,2026-07-05,435,80,240,3,5.44
INV-002642,P-042,S-031,2026-07-05,325,99,297,9,3.29
INV-002643,P-043,S-018,2026-07-05,376,79,237,9,4.76
INV-002644,P-044,S-015,2026-07-05,403,113,339,8,3.57
INV-002645,P-045,S-025,2026-07-05,420,108,324,7,3.89
INV-002646,P-046,S-042,2026-07-05,409,99,297,14,4.14
INV-002647,P-047,S-039,2026-07-05,442,118,354,12,3.75
INV-002648,P-048,S-006,2026-07-05,333,111,333,12,3.0
INV-002649,P-049,S-014,2026-07-05,387,107,321,8,3.62
INV-002650,P-050,S-046,2026-07-05,327,127,381,6,2.58
INV-002651,P-001,S-037,2026-07-06,509,80,240,8,6.37
INV-002652,P-002,S-039,2026-07-06,414,55,165,12,7.54
INV-002653,P-003,S-024,2026-07-06,413,117,351,10,3.54
INV-002654,P-004,S-035,2026-07-06,519,105,315,11,4.95
INV-002655,P-005,S-009,2026-07-06,570,89,267,12,6.41
INV-002656,P-006,S-032,2026-07-06,444,84,252,13,5.29
INV-002657,P-007,S-006,2026-07-06,527,67,201,12,7.88
INV-002658,P-008,S-030,2026-07-06,419,135,405,7,3.11
INV-002659,P-009,S-045,2026-07-06,386,93,279,6,4.16
INV-002660,P-010,S-038,2026-07-06,484,76,228,15,6.38
INV-002661,P-011,S-001,2026-07-06,428,107,321,9,4.01
INV-002662,P-012,S-046,2026-07-06,416,85,255,6,4.9
INV-002663,P-013,S-019,2026-07-06,489,113,339,10,4.33
INV-002664,P-014,S-015,2026-07-06,423,103,309,8,4.12
INV-002665,P-015,S-042,2026-07-06,353,107,321,14,3.3
INV-002666,P-016,S-002,2026-07-06,437,101,303,13,4.33
INV-002667,P-017,S-007,2026-07-06,588,128,384,3,4.6
INV-002668,P-018,S-047,2026-07-06,331,133,399,12,2.49
INV-002669,P-019,S-049,2026-07-06,454,91,273,13,5.0
INV-002670,P-020,S-001,2026-07-06,521,87,261,9,5.99
INV-002671,P-021,S-050,2026-07-06,517,60,180,14,8.62
INV-002672,P-022,S-021,2026-07-06,409,118,354,12,3.47
INV-002673,P-023,S-009,2026-07-06,406,112,336,12,3.63
INV-002674,P-024,S-025,2026-07-06,460,76,228,7,6.06
INV-002675,P-025,S-015,2026-07-06,552,88,264,8,6.28
INV-002676,P-026,S-030,2026-07-06,456,118,354,7,3.87
INV-002677,P-027,S-028,2026-07-06,446,89,267,3,5.01
INV-002678,P-028,S-008,2026-07-06,360,94,282,15,3.83
INV-002679,P-029,S-039,2026-07-06,357,104,312,12,3.44
INV-002680,P-030,S-035,2026-07-06,451,128,384,11,3.53
INV-002681,P-031,S-008,2026-07-06,399,94,282,15,4.25
INV-002682,P-032,S-027,2026-07-06,405,105,315,3,3.86
INV-002683,P-033,S-043,2026-07-06,498,119,357,9,4.19
INV-002684,P-034,S-001,2026-07-06,477,61,183,9,7.83
INV-002685,P-035,S-026,2026-07-06,442,122,366,15,3.63
INV-002686,P-036,S-006,2026-07-06,462,66,198,12,7.01
INV-002687,P-037,S-020,2026-07-06,394,56,168,10,7.04
INV-002688,P-038,S-006,2026-07-06,374,129,387,12,2.91
INV-002689,P-039,S-031,2026-07-06,461,112,336,9,4.12
INV-002690,P-040,S-046,2026-07-06,478,93,279,6,5.15
INV-002691,P-041,S-040,2026-07-06,459,84,252,5,5.46
INV-002692,P-042,S-001,2026-07-06,484,85,255,9,5.7
INV-002693,P-043,S-024,2026-07-06,409,129,387,10,3.18
INV-002694,P-044,S-050,2026-07-06,496,77,231,14,6.44
INV-002695,P-045,S-022,2026-07-06,359,150,450,6,2.4
INV-002696,P-046,S-037,2026-07-06,395,122,366,8,3.24
INV-002697,P-047,S-008,2026-07-06,426,122,366,15,3.5
INV-002698,P-048,S-032,2026-07-06,437,92,276,13,4.75
INV-002699,P-049,S-008,2026-07-06,461,118,354,15,3.91
INV-002700,P-050,S-021,2026-07-06,425,107,321,12,3.98
INV-002701,P-001,S-020,2026-07-07,410,114,342,10,3.6
INV-002702,P-002,S-016,2026-07-07,412,83,249,8,4.97
INV-002703,P-003,S-036,2026-07-07,471,74,222,10,6.37
INV-002704,P-004,S-015,2026-07-07,504,119,357,8,4.24
INV-002705,P-005,S-018,2026-07-07,499,78,234,9,6.4
INV-002706,P-006,S-041,2026-07-07,414,131,393,6,3.16
INV-002707,P-007,S-034,2026-07-07,450,83,249,3,5.42
INV-002708,P-008,S-039,2026-07-07,495,92,276,12,5.38
INV-002709,P-009,S-033,2026-07-07,486,82,246,5,5.94
INV-002710,P-010,S-005,2026-07-07,462,114,342,7,4.06
INV-002711,P-011,S-007,2026-07-07,490,100,300,3,4.91
INV-002712,P-012,S-050,2026-07-07,405,106,318,14,3.82
INV-002713,P-013,S-018,2026-07-07,439,98,294,9,4.49
INV-002714,P-014,S-039,2026-07-07,348,100,300,12,3.49
INV-002715,P-015,S-035,2026-07-07,493,107,321,11,4.61
INV-002716,P-016,S-011,2026-07-07,493,101,303,15,4.88
INV-002717,P-017,S-015,2026-07-07,506,124,372,8,4.08
INV-002718,P-018,S-030,2026-07-07,506,122,366,7,4.15
INV-002719,P-019,S-019,2026-07-07,364,100,300,10,3.65
INV-002720,P-020,S-045,2026-07-07,447,92,276,6,4.86
INV-002721,P-021,S-022,2026-07-07,421,74,222,6,5.69
INV-002722,P-022,S-009,2026-07-07,484,89,267,12,5.45
INV-002723,P-023,S-041,2026-07-07,436,119,357,6,3.67
INV-002724,P-024,S-036,2026-07-07,356,105,315,10,3.4
INV-002725,P-025,S-036,2026-07-07,394,121,363,10,3.26
INV-002726,P-026,S-049,2026-07-07,477,106,318,13,4.5
INV-002727,P-027,S-020,2026-07-07,403,94,282,10,4.3
INV-002728,P-028,S-006,2026-07-07,457,113,339,12,4.05
INV-002729,P-029,S-002,2026-07-07,449,113,339,13,3.98
INV-002730,P-030,S-012,2026-07-07,305,98,294,10,3.12
INV-002731,P-031,S-036,2026-07-07,367,57,171,10,6.45
INV-002732,P-032,S-034,2026-07-07,497,61,183,3,8.16
INV-002733,P-033,S-021,2026-07-07,447,115,345,12,3.89
INV-002734,P-034,S-034,2026-07-07,479,111,333,3,4.32
INV-002735,P-035,S-038,2026-07-07,387,82,246,15,4.73
INV-002736,P-036,S-003,2026-07-07,516,81,243,10,6.37
INV-002737,P-037,S-002,2026-07-07,446,102,306,13,4.38
INV-002738,P-038,S-050,2026-07-07,438,50,150,14,8.78
INV-002739,P-039,S-007,2026-07-07,404,112,336,3,3.61
INV-002740,P-040,S-013,2026-07-07,373,86,258,4,4.34
INV-002741,P-041,S-003,2026-07-07,478,113,339,10,4.23
INV-002742,P-042,S-023,2026-07-07,435,95,285,12,4.58
INV-002743,P-043,S-049,2026-07-07,489,147,441,13,3.33
INV-002744,P-044,S-021,2026-07-07,399,103,309,12,3.88
INV-002745,P-045,S-037,2026-07-07,493,133,399,8,3.71
INV-002746,P-046,S-048,2026-07-07,406,92,276,13,4.41
INV-002747,P-047,S-023,2026-07-07,467,83,249,12,5.63
INV-002748,P-048,S-041,2026-07-07,478,100,300,6,4.79
INV-002749,P-049,S-015,2026-07-07,369,101,303,8,3.65
INV-002750,P-050,S-032,2026-07-07,451,68,204,13,6.64
INV-002751,P-001,S-022,2026-07-08,384,100,300,6,3.84
INV-002752,P-002,S-014,2026-07-08,403,109,327,8,3.7
INV-002753,P-003,S-030,2026-07-08,379,93,279,7,4.08
INV-002754,P-004,S-048,2026-07-08,363,93,279,13,3.91
INV-002755,P-005,S-045,2026-07-08,501,93,279,6,5.4
INV-002756,P-006,S-011,2026-07-08,387,114,342,15,3.4
INV-002757,P-007,S-012,2026-07-08,375,110,330,10,3.41
INV-002758,P-008,S-033,2026-07-08,357,117,351,5,3.06
INV-002759,P-009,S-034,2026-07-08,424,89,267,3,4.77
INV-002760,P-010,S-005,2026-07-08,350,108,324,7,3.25
INV-002761,P-011,S-042,2026-07-08,429,72,216,14,5.96
INV-002762,P-012,S-027,2026-07-08,402,119,357,3,3.38
INV-002763,P-013,S-020,2026-07-08,385,92,276,10,4.2
INV-002764,P-014,S-049,2026-07-08,447,53,159,13,8.43
INV-002765,P-015,S-013,2026-07-08,484,76,228,4,6.37
INV-002766,P-016,S-001,2026-07-08,290,127,381,9,2.29
INV-002767,P-017,S-032,2026-07-08,386,106,318,13,3.64
INV-002768,P-018,S-019,2026-07-08,388,112,336,10,3.47
INV-002769,P-019,S-005,2026-07-08,410,102,306,7,4.03
INV-002770,P-020,S-042,2026-07-08,393,94,282,14,4.19
INV-002771,P-021,S-041,2026-07-08,259,72,216,6,3.6
INV-002772,P-022,S-020,2026-07-08,271,94,282,10,2.89
INV-002773,P-023,S-015,2026-07-08,476,66,198,8,7.22
INV-002774,P-024,S-044,2026-07-08,366,97,291,4,3.78
INV-002775,P-025,S-039,2026-07-08,410,103,309,12,3.99
INV-002776,P-026,S-046,2026-07-08,408,101,303,6,4.04
INV-002777,P-027,S-044,2026-07-08,330,119,357,4,2.78
INV-002778,P-028,S-032,2026-07-08,356,101,303,13,3.53
INV-002779,P-029,S-012,2026-07-08,449,90,270,10,4.99
INV-002780,P-030,S-036,2026-07-08,356,62,186,10,5.74
INV-002781,P-031,S-030,2026-07-08,447,109,327,7,4.11
INV-002782,P-032,S-028,2026-07-08,337,110,330,3,3.07
INV-002783,P-033,S-006,2026-07-08,470,77,231,12,6.1
INV-002784,P-034,S-005,2026-07-08,370,90,270,7,4.12
INV-002785,P-035,S-008,2026-07-08,432,81,243,15,5.34
INV-002786,P-036,S-007,2026-07-08,428,89,267,3,4.82
INV-002787,P-037,S-008,2026-07-08,360,102,306,15,3.54
INV-002788,P-038,S-036,2026-07-08,453,72,216,10,6.29
INV-002789,P-039,S-014,2026-07-08,371,127,381,8,2.93
INV-002790,P-040,S-032,2026-07-08,370,92,276,13,4.03
INV-002791,P-041,S-043,2026-07-08,391,105,315,9,3.73
INV-002792,P-042,S-001,2026-07-08,342,59,177,9,5.81
INV-002793,P-043,S-044,2026-07-08,368,104,312,4,3.54
INV-002794,P-044,S-022,2026-07-08,326,91,273,6,3.58
INV-002795,P-045,S-050,2026-07-08,405,101,303,14,4.01
INV-002796,P-046,S-043,2026-07-08,445,99,297,9,4.5
INV-002797,P-047,S-040,2026-07-08,392,91,273,5,4.31
INV-002798,P-048,S-021,2026-07-08,334,109,327,12,3.07
INV-002799,P-049,S-016,2026-07-08,295,141,423,8,2.1
INV-002800,P-050,S-003,2026-07-08,368,89,267,10,4.14
INV-002801,P-001,S-020,2026-07-09,449,96,288,10,4.68
INV-002802,P-002,S-042,2026-07-09,463,105,315,14,4.42
INV-002803,P-003,S-048,2026-07-09,411,112,336,13,3.67
INV-002804,P-004,S-026,2026-07-09,494,91,273,15,5.43
INV-002805,P-005,S-017,2026-07-09,458,111,333,14,4.13
INV-002806,P-006,S-009,2026-07-09,532,95,285,12,5.61
INV-002807,P-007,S-045,2026-07-09,429,105,315,6,4.09
INV-002808,P-008,S-027,2026-07-09,435,100,300,3,4.35
INV-002809,P-009,S-024,2026-07-09,421,122,366,10,3.45
INV-002810,P-010,S-020,2026-07-09,387,139,417,10,2.79
INV-002811,P-011,S-012,2026-07-09,425,117,351,10,3.64
INV-002812,P-012,S-008,2026-07-09,431,106,318,15,4.07
INV-002813,P-013,S-011,2026-07-09,410,125,375,15,3.28
INV-002814,P-014,S-046,2026-07-09,485,79,237,6,6.14
INV-002815,P-015,S-016,2026-07-09,392,130,390,8,3.02
INV-002816,P-016,S-021,2026-07-09,419,100,300,12,4.19
INV-002817,P-017,S-033,2026-07-09,321,122,366,5,2.63
INV-002818,P-018,S-046,2026-07-09,474,89,267,6,5.33
INV-002819,P-019,S-044,2026-07-09,473,102,306,4,4.64
INV-002820,P-020,S-001,2026-07-09,461,112,336,9,4.12
INV-002821,P-021,S-016,2026-07-09,376,94,282,8,4.01
INV-002822,P-022,S-047,2026-07-09,434,74,222,12,5.88
INV-002823,P-023,S-037,2026-07-09,399,116,348,8,3.44
INV-002824,P-024,S-018,2026-07-09,538,99,297,9,5.44
INV-002825,P-025,S-020,2026-07-09,478,119,357,10,4.02
INV-002826,P-026,S-031,2026-07-09,436,80,240,9,5.46
INV-002827,P-027,S-036,2026-07-09,502,83,249,10,6.05
INV-002828,P-028,S-026,2026-07-09,498,109,327,15,4.58
INV-002829,P-029,S-009,2026-07-09,376,86,258,12,4.38
INV-002830,P-030,S-050,2026-07-09,458,103,309,14,4.45
INV-002831,P-031,S-004,2026-07-09,429,87,261,5,4.93
INV-002832,P-032,S-024,2026-07-09,419,101,303,10,4.16
INV-002833,P-033,S-015,2026-07-09,410,135,405,8,3.04
INV-002834,P-034,S-010,2026-07-09,412,148,444,5,2.79
INV-002835,P-035,S-025,2026-07-09,510,97,291,7,5.27
INV-002836,P-036,S-025,2026-07-09,533,99,297,7,5.39
INV-002837,P-037,S-011,2026-07-09,442,100,300,15,4.42
INV-002838,P-038,S-044,2026-07-09,413,108,324,4,3.83
INV-002839,P-039,S-030,2026-07-09,508,84,252,7,6.06
INV-002840,P-040,S-017,2026-07-09,491,104,312,14,4.72
INV-002841,P-041,S-007,2026-07-09,425,118,354,3,3.6
INV-002842,P-042,S-007,2026-07-09,422,114,342,3,3.7
INV-002843,P-043,S-017,2026-07-09,484,99,297,14,4.9
INV-002844,P-044,S-008,2026-07-09,425,106,318,15,4.01
INV-002845,P-045,S-022,2026-07-09,379,103,309,6,3.69
INV-002846,P-046,S-020,2026-07-09,369,92,276,10,4.02
INV-002847,P-047,S-019,2026-07-09,405,109,327,10,3.72
INV-002848,P-048,S-030,2026-07-09,410,123,369,7,3.34
INV-002849,P-049,S-038,2026-07-09,518,130,390,15,3.99
INV-002850,P-050,S-047,2026-07-09,505,77,231,12,6.56
INV-002851,P-001,S-010,2026-07-10,471,112,336,5,4.21
INV-002852,P-002,S-001,2026-07-10,455,88,264,9,5.17
INV-002853,P-003,S-047,2026-07-10,581,98,294,12,5.93
INV-002854,P-004,S-045,2026-07-10,481,105,315,6,4.58
INV-002855,P-005,S-019,2026-07-10,461,108,324,10,4.28
INV-002856,P-006,S-017,2026-07-10,568,67,201,14,8.48
INV-002857,P-007,S-048,2026-07-10,562,94,282,13,5.98
INV-002858,P-008,S-043,2026-07-10,489,104,312,9,4.71
INV-002859,P-009,S-011,2026-07-10,490,71,213,15,6.91
INV-002860,P-010,S-041,2026-07-10,387,87,261,6,4.45
INV-002861,P-011,S-002,2026-07-10,461,109,327,13,4.24
INV-002862,P-012,S-033,2026-07-10,415,102,306,5,4.08
INV-002863,P-013,S-036,2026-07-10,467,45,135,10,10.38
INV-002864,P-014,S-048,2026-07-10,412,123,369,13,3.35
INV-002865,P-015,S-019,2026-07-10,516,74,222,10,6.98
INV-002866,P-016,S-040,2026-07-10,487,119,357,5,4.1
INV-002867,P-017,S-025,2026-07-10,467,134,402,7,3.49
INV-002868,P-018,S-033,2026-07-10,448,98,294,5,4.58
INV-002869,P-019,S-021,2026-07-10,502,114,342,12,4.41
INV-002870,P-020,S-029,2026-07-10,496,83,249,10,5.98
INV-002871,P-021,S-026,2026-07-10,505,56,168,15,9.02
INV-002872,P-022,S-041,2026-07-10,559,89,267,6,6.28
INV-002873,P-023,S-001,2026-07-10,536,97,291,9,5.53
INV-002874,P-024,S-038,2026-07-10,408,123,369,15,3.32
INV-002875,P-025,S-002,2026-07-10,463,68,204,13,6.82
INV-002876,P-026,S-015,2026-07-10,469,95,285,8,4.94
INV-002877,P-027,S-005,2026-07-10,488,87,261,7,5.62
INV-002878,P-028,S-043,2026-07-10,455,145,435,9,3.14
INV-002879,P-029,S-024,2026-07-10,450,102,306,10,4.42
INV-002880,P-030,S-030,2026-07-10,527,94,282,7,5.61
INV-002881,P-031,S-031,2026-07-10,496,103,309,9,4.82
INV-002882,P-032,S-032,2026-07-10,508,62,186,13,8.19
INV-002883,P-033,S-004,2026-07-10,439,79,237,5,5.57
INV-002884,P-034,S-037,2026-07-10,484,120,360,8,4.04
INV-002885,P-035,S-034,2026-07-10,575,110,330,3,5.23
INV-002886,P-036,S-038,2026-07-10,578,123,369,15,4.7
INV-002887,P-037,S-039,2026-07-10,442,110,330,12,4.02
INV-002888,P-038,S-024,2026-07-10,510,117,351,10,4.36
INV-002889,P-039,S-011,2026-07-10,468,78,234,15,6.0
INV-002890,P-040,S-007,2026-07-10,424,103,309,3,4.12
INV-002891,P-041,S-013,2026-07-10,525,103,309,4,5.1
INV-002892,P-042,S-026,2026-07-10,392,110,330,15,3.57
INV-002893,P-043,S-018,2026-07-10,470,116,348,9,4.06
INV-002894,P-044,S-018,2026-07-10,507,99,297,9,5.13
INV-002895,P-045,S-015,2026-07-10,460,131,393,8,3.52
INV-002896,P-046,S-048,2026-07-10,514,81,243,13,6.35
INV-002897,P-047,S-009,2026-07-10,468,103,309,12,4.55
INV-002898,P-048,S-040,2026-07-10,568,112,336,5,5.07
INV-002899,P-049,S-004,2026-07-10,449,105,315,5,4.28
INV-002900,P-050,S-027,2026-07-10,563,78,234,3,7.22
INV-002901,P-001,S-011,2026-07-11,378,126,378,15,3.0
INV-002902,P-002,S-021,2026-07-11,473,100,300,12,4.73
INV-002903,P-003,S-028,2026-07-11,421,113,339,3,3.73
INV-002904,P-004,S-043,2026-07-11,347,82,246,9,4.23
INV-002905,P-005,S-044,2026-07-11,422,83,249,4,5.09
INV-002906,P-006,S-023,2026-07-11,519,97,291,12,5.36
INV-002907,P-007,S-029,2026-07-11,504,94,282,10,5.36
INV-002908,P-008,S-001,2026-07-11,431,77,231,9,5.6
INV-002909,P-009,S-037,2026-07-11,470,133,399,8,3.54
INV-002910,P-010,S-024,2026-07-11,445,122,366,10,3.65
INV-002911,P-011,S-002,2026-07-11,444,93,279,13,4.78
INV-002912,P-012,S-004,2026-07-11,305,89,267,5,3.43
INV-002913,P-013,S-019,2026-07-11,435,117,351,10,3.72
INV-002914,P-014,S-010,2026-07-11,356,120,360,5,2.97
INV-002915,P-015,S-002,2026-07-11,467,91,273,13,5.14
INV-002916,P-016,S-025,2026-07-11,415,86,258,7,4.83
INV-002917,P-017,S-008,2026-07-11,498,85,255,15,5.86
INV-002918,P-018,S-017,2026-07-11,447,102,306,14,4.38
INV-002919,P-019,S-023,2026-07-11,493,95,285,12,5.19
INV-002920,P-020,S-018,2026-07-11,525,134,402,9,3.92
INV-002921,P-021,S-005,2026-07-11,440,136,408,7,3.24
INV-002922,P-022,S-019,2026-07-11,453,76,228,10,5.96
INV-002923,P-023,S-050,2026-07-11,349,55,165,14,6.35
INV-002924,P-024,S-024,2026-07-11,425,139,417,10,3.06
INV-002925,P-025,S-020,2026-07-11,392,111,333,10,3.54
INV-002926,P-026,S-002,2026-07-11,474,97,291,13,4.89
INV-002927,P-027,S-026,2026-07-11,382,116,348,15,3.29
INV-002928,P-028,S-018,2026-07-11,398,138,414,9,2.88
INV-002929,P-029,S-034,2026-07-11,436,94,282,3,4.64
INV-002930,P-030,S-016,2026-07-11,434,100,300,8,4.34
INV-002931,P-031,S-014,2026-07-11,458,86,258,8,5.33
INV-002932,P-032,S-007,2026-07-11,432,92,276,3,4.7
INV-002933,P-033,S-015,2026-07-11,486,91,273,8,5.35
INV-002934,P-034,S-024,2026-07-11,453,130,390,10,3.48
INV-002935,P-035,S-031,2026-07-11,419,79,237,9,5.31
INV-002936,P-036,S-049,2026-07-11,466,102,306,13,4.57
INV-002937,P-037,S-043,2026-07-11,409,120,360,9,3.41
INV-002938,P-038,S-037,2026-07-11,465,96,288,8,4.84
INV-002939,P-039,S-002,2026-07-11,455,57,171,13,7.99
INV-002940,P-040,S-045,2026-07-11,385,113,339,6,3.41
INV-002941,P-041,S-045,2026-07-11,519,98,294,6,5.3
INV-002942,P-042,S-007,2026-07-11,458,76,228,3,6.03
INV-002943,P-043,S-004,2026-07-11,416,94,282,5,4.43
INV-002944,P-044,S-038,2026-07-11,438,99,297,15,4.43
INV-002945,P-045,S-015,2026-07-11,499,102,306,8,4.89
INV-002946,P-046,S-047,2026-07-11,501,112,336,12,4.47
INV-002947,P-047,S-010,2026-07-11,492,102,306,5,4.82
INV-002948,P-048,S-017,2026-07-11,457,109,327,14,4.2
INV-002949,P-049,S-040,2026-07-11,448,105,315,5,4.27
INV-002950,P-050,S-039,2026-07-11,382,114,342,12,3.35
INV-002951,P-001,S-048,2026-07-12,427,59,177,13,7.24
INV-002952,P-002,S-034,2026-07-12,515,127,381,3,4.06
INV-002953,P-003,S-043,2026-07-12,443,85,255,9,5.21
INV-002954,P-004,S-023,2026-07-12,385,124,372,12,3.11
INV-002955,P-005,S-012,2026-07-12,477,120,360,10,3.98
INV-002956,P-006,S-022,2026-07-12,509,116,348,6,4.39
INV-002957,P-007,S-014,2026-07-12,534,95,285,8,5.62
INV-002958,P-008,S-016,2026-07-12,438,100,300,8,4.38
INV-002959,P-009,S-035,2026-07-12,492,91,273,11,5.42
INV-002960,P-010,S-039,2026-07-12,534,97,291,12,5.51
INV-002961,P-011,S-037,2026-07-12,421,105,315,8,4.01
INV-002962,P-012,S-010,2026-07-12,405,116,348,5,3.49
INV-002963,P-013,S-017,2026-07-12,401,122,366,14,3.29
INV-002964,P-014,S-049,2026-07-12,532,64,192,13,8.32
INV-002965,P-015,S-003,2026-07-12,497,110,330,10,4.52
INV-002966,P-016,S-045,2026-07-12,439,109,327,6,4.04
INV-002967,P-017,S-039,2026-07-12,490,115,345,12,4.27
INV-002968,P-018,S-038,2026-07-12,416,63,189,15,6.61
INV-002969,P-019,S-006,2026-07-12,414,120,360,12,3.46
INV-002970,P-020,S-029,2026-07-12,463,94,282,10,4.93
INV-002971,P-021,S-012,2026-07-12,435,90,270,10,4.84
INV-002972,P-022,S-033,2026-07-12,517,103,309,5,5.02
INV-002973,P-023,S-045,2026-07-12,469,84,252,6,5.59
INV-002974,P-024,S-050,2026-07-12,431,141,423,14,3.06
INV-002975,P-025,S-023,2026-07-12,413,76,228,12,5.44
INV-002976,P-026,S-021,2026-07-12,556,108,324,12,5.15
INV-002977,P-027,S-024,2026-07-12,501,106,318,10,4.73
INV-002978,P-028,S-001,2026-07-12,594,84,252,9,7.08
INV-002979,P-029,S-032,2026-07-12,458,91,273,13,5.04
INV-002980,P-030,S-020,2026-07-12,445,127,381,10,3.51
INV-002981,P-031,S-019,2026-07-12,449,102,306,10,4.41
INV-002982,P-032,S-033,2026-07-12,472,128,384,5,3.69
INV-002983,P-033,S-024,2026-07-12,464,83,249,10,5.6
INV-002984,P-034,S-015,2026-07-12,422,76,228,8,5.56
INV-002985,P-035,S-016,2026-07-12,527,97,291,8,5.44
INV-002986,P-036,S-024,2026-07-12,375,138,414,10,2.72
INV-002987,P-037,S-018,2026-07-12,525,112,336,9,4.69
INV-002988,P-038,S-048,2026-07-12,449,86,258,13,5.23
INV-002989,P-039,S-039,2026-07-12,450,107,321,12,4.21
INV-002990,P-040,S-042,2026-07-12,378,136,408,14,2.78
INV-002991,P-041,S-013,2026-07-12,363,140,420,4,2.6
INV-002992,P-042,S-017,2026-07-12,474,79,237,14,6.01
INV-002993,P-043,S-041,2026-07-12,523,90,270,6,5.81
INV-002994,P-044,S-043,2026-07-12,444,117,351,9,3.8
INV-002995,P-045,S-008,2026-07-12,413,90,270,15,4.59
INV-002996,P-046,S-030,2026-07-12,373,82,246,7,4.55
INV-002997,P-047,S-031,2026-07-12,450,88,264,9,5.11
INV-002998,P-048,S-049,2026-07-12,474,72,216,13,6.59
INV-002999,P-049,S-004,2026-07-12,410,96,288,5,4.28
INV-003000,P-050,S-046,2026-07-12,421,119,357,6,3.54
INV-003001,P-001,S-030,2026-07-13,500,105,315,7,4.77
INV-003002,P-002,S-008,2026-07-13,486,101,303,15,4.82
INV-003003,P-003,S-042,2026-07-13,472,85,255,14,5.56
INV-003004,P-004,S-044,2026-07-13,505,83,249,4,6.09
INV-003005,P-005,S-039,2026-07-13,343,77,231,12,4.46
INV-003006,P-006,S-008,2026-07-13,465,102,306,15,4.56
INV-003007,P-007,S-017,2026-07-13,472,106,318,14,4.46
INV-003008,P-008,S-004,2026-07-13,416,92,276,5,4.52
INV-003009,P-009,S-007,2026-07-13,457,100,300,3,4.58
INV-003010,P-010,S-040,2026-07-13,500,65,195,5,7.7
INV-003011,P-011,S-008,2026-07-13,531,101,303,15,5.26
INV-003012,P-012,S-003,2026-07-13,515,116,348,10,4.45
INV-003013,P-013,S-016,2026-07-13,505,122,366,8,4.15
INV-003014,P-014,S-028,2026-07-13,474,98,294,3,4.84
INV-003015,P-015,S-036,2026-07-13,509,67,201,10,7.6
INV-003016,P-016,S-040,2026-07-13,462,129,387,5,3.59
INV-003017,P-017,S-001,2026-07-13,597,98,294,9,6.09
INV-003018,P-018,S-003,2026-07-13,452,109,327,10,4.15
INV-003019,P-019,S-007,2026-07-13,455,129,387,3,3.53
INV-003020,P-020,S-047,2026-07-13,478,94,282,12,5.09
INV-003021,P-021,S-039,2026-07-13,357,55,165,12,6.5
INV-003022,P-022,S-036,2026-07-13,563,100,300,10,5.64
INV-003023,P-023,S-044,2026-07-13,549,91,273,4,6.04
INV-003024,P-024,S-017,2026-07-13,511,104,312,14,4.91
INV-003025,P-025,S-035,2026-07-13,498,81,243,11,6.16
INV-003026,P-026,S-013,2026-07-13,562,83,249,4,6.78
INV-003027,P-027,S-004,2026-07-13,530,137,411,5,3.87
INV-003028,P-028,S-046,2026-07-13,529,83,249,6,6.38
INV-003029,P-029,S-042,2026-07-13,492,101,303,14,4.88
INV-003030,P-030,S-032,2026-07-13,461,128,384,13,3.61
INV-003031,P-031,S-027,2026-07-13,460,82,246,3,5.62
INV-003032,P-032,S-038,2026-07-13,521,75,225,15,6.95
INV-003033,P-033,S-012,2026-07-13,470,124,372,10,3.79
INV-003034,P-034,S-046,2026-07-13,529,91,273,6,5.82
INV-003035,P-035,S-044,2026-07-13,495,93,279,4,5.33
INV-003036,P-036,S-035,2026-07-13,540,79,237,11,6.84
INV-003037,P-037,S-025,2026-07-13,391,87,261,7,4.51
INV-003038,P-038,S-031,2026-07-13,534,133,399,9,4.02
INV-003039,P-039,S-031,2026-07-13,527,92,276,9,5.73
INV-003040,P-040,S-013,2026-07-13,535,100,300,4,5.36
INV-003041,P-041,S-045,2026-07-13,448,67,201,6,6.69
INV-003042,P-042,S-022,2026-07-13,439,71,213,6,6.19
INV-003043,P-043,S-042,2026-07-13,429,121,363,14,3.55
INV-003044,P-044,S-015,2026-07-13,467,132,396,8,3.54
INV-003045,P-045,S-021,2026-07-13,459,88,264,12,5.22
INV-003046,P-046,S-017,2026-07-13,524,105,315,14,5.0
INV-003047,P-047,S-026,2026-07-13,457,111,333,15,4.12
INV-003048,P-048,S-033,2026-07-13,571,97,291,5,5.89
