payment_id,customer_id,month,bill_amount,payment_amount,payment_status,payment_delay_days,credit_limit,balance,default_flag
PAY-010803,C-4132,2023-07,1775.05,0.0,late_1mo,89,1000,3109.61,1
PAY-010804,C-4910,2023-02,4858.05,2935.73,on_time,34,10000,8325.99,0
PAY-010805,C-3518,2023-09,3353.22,0.0,on_time,86,1000,6178.0,1
PAY-010806,C-0995,2023-12,1524.65,342.22,late_1mo,40,10000,9165.44,0
PAY-010807,C-1373,2023-07,84.89,0.0,late_1mo,90,1000,9652.01,1
PAY-010808,C-1756,2023-09,2608.95,345.74,late_2mo,71,5000,7329.36,1
PAY-010809,C-4788,2023-08,460.38,0.0,late_1mo,83,1000,7390.17,1
PAY-010810,C-3505,2023-09,3663.96,624.22,late_1mo,82,5000,6635.78,0
PAY-010811,C-4586,2023-07,3457.94,3490.28,late_3mo,1,10000,1522.46,0
PAY-010812,C-0982,2023-12,4797.55,4378.12,late_3mo,16,10000,971.2,0
PAY-010813,C-3788,2023-06,3397.62,3126.0,late_2mo,26,10000,486.54,0
PAY-010814,C-2550,2023-10,2888.65,1342.86,late_3mo,2,10000,4336.12,0
PAY-010815,C-4655,2023-08,968.74,507.64,late_2mo,25,10000,6132.05,0
PAY-010816,C-3325,2023-04,3551.9,2569.46,on_time,28,10000,3101.38,1
PAY-010817,C-0067,2023-02,2899.19,0.0,on_time,90,1000,9939.05,1
PAY-010818,C-2606,2023-02,2292.05,0.0,late_1mo,90,1000,8821.13,1
PAY-010819,C-0048,2023-01,2569.25,2689.09,late_2mo,25,5000,963.06,0
PAY-010820,C-0661,2023-10,2636.46,1412.18,on_time,50,5000,3842.48,0
PAY-010821,C-3951,2023-05,4327.77,2551.84,on_time,11,10000,3174.11,0
PAY-010822,C-3177,2023-06,873.8,582.08,on_time,0,5000,950.7,0
PAY-010823,C-1409,2023-12,2385.76,1234.75,late_1mo,45,10000,9980.37,1
PAY-010824,C-3819,2023-08,3403.32,0.0,on_time,90,1000,6123.7,1
PAY-010825,C-1467,2023-03,430.91,288.83,late_3mo,39,10000,4263.89,0
PAY-010826,C-0938,2023-11,4626.78,4541.57,late_3mo,36,10000,4002.54,0
PAY-010827,C-0654,2023-03,3054.23,747.45,late_3mo,60,5000,7601.49,1
PAY-010828,C-2592,2023-07,2080.66,854.32,on_time,72,10000,7724.33,1
PAY-010829,C-2904,2023-04,648.43,354.8,late_2mo,0,1000,511.65,0
PAY-010830,C-1686,2023-08,4451.57,3252.42,late_1mo,32,10000,5111.78,1
PAY-010831,C-2241,2023-11,201.07,0.0,on_time,90,1000,6428.81,1
PAY-010832,C-0230,2023-12,235.88,0.0,late_2mo,86,1000,5374.61,1
PAY-010833,C-0841,2023-10,4714.16,0.0,late_1mo,87,1000,7205.34,1
PAY-010834,C-0111,2023-09,3466.76,3714.69,on_time,17,10000,778.38,0
PAY-010835,C-2836,2023-08,2280.67,0.0,late_1mo,86,1000,7991.37,1
PAY-010836,C-1232,2023-05,2974.0,2090.49,late_2mo,16,5000,1514.42,0
PAY-010837,C-3827,2023-10,431.98,431.88,late_3mo,5,10000,2704.45,0
PAY-010838,C-4736,2023-06,2727.36,1782.47,late_3mo,10,10000,1508.37,0
PAY-010839,C-2677,2023-12,4822.1,0.0,late_3mo,90,1000,4896.29,1
PAY-010840,C-0219,2023-01,3169.14,1932.52,on_time,56,5000,4154.88,0
PAY-010841,C-0585,2023-02,3138.37,1168.46,late_3mo,53,10000,8612.97,0
PAY-010842,C-1623,2023-07,2979.63,0.0,late_2mo,89,1000,7163.96,1
PAY-010843,C-3489,2023-05,956.62,0.0,late_2mo,72,5000,8519.36,1
PAY-010844,C-4764,2023-11,1458.81,305.86,on_time,54,5000,4320.87,1
PAY-010845,C-0997,2023-10,1830.68,27.4,late_2mo,73,5000,8310.33,1
PAY-010846,C-4016,2023-09,322.36,0.0,late_1mo,86,1000,3271.49,1
PAY-010847,C-4423,2023-01,4440.09,4940.29,late_3mo,18,10000,3014.92,0
PAY-010848,C-3100,2023-04,1880.86,0.0,late_1mo,71,5000,9794.66,1
PAY-010849,C-2550,2023-07,4993.01,0.0,late_2mo,86,1000,5701.59,1
PAY-010850,C-4152,2023-09,4249.47,3945.34,on_time,25,10000,3481.12,0
PAY-010851,C-3759,2023-09,2533.15,2329.35,late_3mo,14,1000,387.01,0
PAY-010852,C-4678,2023-10,2238.74,1181.03,late_2mo,69,10000,9983.67,0
PAY-010853,C-3653,2023-04,2293.74,1500.3,late_3mo,13,10000,3478.3,0
PAY-010854,C-4093,2023-12,3466.53,1763.28,late_1mo,30,5000,3247.26,0
PAY-010855,C-2340,2023-02,3808.91,0.0,late_1mo,90,1000,2828.69,1
PAY-010856,C-1893,2023-07,3679.39,0.0,late_2mo,87,1000,5282.8,1
PAY-010857,C-0507,2023-08,2843.36,891.79,late_1mo,67,10000,9700.58,0
PAY-010858,C-0106,2023-01,201.8,107.46,late_3mo,44,10000,9263.89,1
PAY-010859,C-3941,2023-07,3503.89,0.0,late_2mo,84,1000,8238.14,1
PAY-010860,C-1890,2023-01,909.95,0.0,late_3mo,84,1000,5525.13,1
PAY-010861,C-1160,2023-02,1934.06,1970.52,late_2mo,21,10000,1586.7,0
PAY-010862,C-2376,2023-04,884.67,0.0,on_time,90,5000,9955.62,1
PAY-010863,C-0996,2023-04,4579.57,4460.04,late_1mo,4,10000,664.49,0
PAY-010864,C-4179,2023-09,1264.48,0.0,on_time,90,1000,4641.95,1
PAY-010865,C-1996,2023-02,4301.66,1509.01,late_2mo,26,10000,9553.2,1
PAY-010866,C-4314,2023-10,437.44,0.0,late_3mo,90,1000,8090.63,1
PAY-010867,C-4379,2023-12,3472.22,2192.7,late_2mo,40,10000,7010.78,0
PAY-010868,C-4175,2023-04,3255.9,2857.57,late_3mo,38,10000,5049.42,1
PAY-010869,C-1061,2023-03,3055.75,1144.14,on_time,71,5000,6965.57,0
PAY-010870,C-3783,2023-07,4577.73,3713.99,late_3mo,9,5000,1117.76,0
PAY-010871,C-4525,2023-05,4516.16,0.0,on_time,90,5000,8769.36,1
PAY-010872,C-1357,2023-01,4195.88,4055.17,on_time,7,10000,1263.4,0
PAY-010873,C-0621,2023-09,93.21,0.0,late_1mo,90,1000,3148.36,1
PAY-010874,C-3725,2023-08,440.29,297.61,late_3mo,0,10000,2673.53,0
PAY-010875,C-3173,2023-12,3877.12,1572.27,late_3mo,16,5000,5256.52,1
PAY-010876,C-1691,2023-10,3332.77,3036.63,late_2mo,0,10000,800.04,0
PAY-010877,C-1286,2023-04,2600.05,640.88,on_time,71,1000,1074.36,0
PAY-010878,C-0728,2023-09,4873.67,5079.89,late_2mo,7,10000,526.5,0
PAY-010879,C-0985,2023-04,759.74,603.77,late_3mo,60,10000,6568.41,1
PAY-010880,C-3868,2023-02,3917.35,2477.47,late_1mo,9,10000,2222.69,0
PAY-010881,C-0641,2023-08,2582.92,0.0,late_2mo,90,5000,7710.99,1
PAY-010882,C-3610,2023-07,182.41,109.96,late_2mo,11,10000,7662.83,0
PAY-010883,C-0417,2023-03,4313.65,3298.33,late_2mo,0,10000,3142.47,0
PAY-010884,C-2395,2023-12,424.57,385.92,late_2mo,3,10000,1584.89,0
PAY-010885,C-0366,2023-07,631.64,0.0,late_2mo,76,5000,8460.7,1
PAY-010886,C-3176,2023-03,720.85,0.0,late_2mo,78,1000,4291.6,1
PAY-010887,C-4226,2023-06,4122.4,97.61,on_time,52,1000,1608.36,1
PAY-010888,C-3598,2023-05,381.48,193.35,late_2mo,40,5000,3440.85,0
PAY-010889,C-1254,2023-02,3659.32,0.0,late_3mo,89,1000,6378.88,1
PAY-010890,C-2707,2023-10,2757.25,2715.37,late_1mo,8,10000,2995.02,0
PAY-010891,C-3684,2023-06,249.31,0.0,on_time,90,1000,5470.59,1
PAY-010892,C-1370,2023-12,4834.76,0.0,late_3mo,73,1000,2934.94,1
PAY-010893,C-4202,2023-05,2239.94,5.72,late_2mo,80,1000,1708.7,1
PAY-010894,C-0845,2023-05,1659.48,0.0,late_1mo,81,1000,1590.68,1
PAY-010895,C-1801,2023-07,2518.67,1483.17,late_1mo,17,10000,8156.6,1
PAY-010896,C-3851,2023-03,1653.0,1873.31,late_1mo,2,1000,124.39,0
PAY-010897,C-3107,2023-11,3515.69,3749.61,late_2mo,7,10000,319.59,0
PAY-010898,C-4198,2023-04,3174.9,0.0,late_1mo,90,1000,3087.42,1
PAY-010899,C-3377,2023-10,1570.66,678.01,late_1mo,45,10000,8334.37,1
PAY-010900,C-0204,2023-01,2380.69,1074.43,late_1mo,28,10000,5483.71,0
PAY-010901,C-0260,2023-05,2929.09,1105.21,late_3mo,40,5000,2293.92,1
PAY-010902,C-3475,2023-05,565.07,0.0,on_time,90,1000,5455.83,1
PAY-010903,C-4053,2023-01,3426.62,0.0,late_3mo,71,1000,3424.76,1
PAY-010904,C-0437,2023-07,4940.03,4954.15,late_3mo,24,10000,2691.54,0
PAY-010905,C-2014,2023-09,3668.41,0.0,on_time,90,1000,9355.89,1
PAY-010906,C-2238,2023-08,715.87,0.0,late_3mo,87,1000,9883.2,1
PAY-010907,C-3667,2023-07,3891.74,1847.78,on_time,19,10000,8127.91,0
PAY-010908,C-1635,2023-11,3009.34,1987.05,late_3mo,12,5000,4259.77,1
PAY-010909,C-2545,2023-11,2385.39,0.0,late_2mo,72,5000,7596.99,1
PAY-010910,C-2484,2023-07,4704.38,5576.48,late_3mo,14,10000,90.49,0
PAY-010911,C-4345,2023-10,200.52,175.62,on_time,29,5000,918.75,0
PAY-010912,C-0924,2023-05,3206.86,1839.92,late_3mo,33,10000,9019.24,0
PAY-010913,C-1273,2023-04,1699.53,1449.19,late_1mo,0,1000,200.49,0
PAY-010914,C-3828,2023-12,1127.4,0.0,on_time,90,1000,7719.64,1
PAY-010915,C-2454,2023-01,4236.5,0.0,late_3mo,88,1000,9759.61,1
PAY-010916,C-3936,2023-07,110.5,0.0,on_time,74,1000,5340.51,1
PAY-010917,C-4420,2023-07,1356.64,980.3,late_3mo,12,10000,979.15,0
PAY-010918,C-3616,2023-04,2029.81,0.0,late_2mo,80,5000,7239.21,1
PAY-010919,C-4535,2023-05,3999.78,3600.4,late_2mo,0,5000,343.99,0
PAY-010920,C-2856,2023-06,4907.33,1628.05,late_1mo,50,10000,9962.69,0
PAY-010921,C-0481,2023-03,1158.57,0.0,on_time,86,1000,9501.24,1
PAY-010922,C-2322,2023-11,718.59,165.7,late_1mo,78,5000,8993.34,0
PAY-010923,C-4491,2023-12,1427.53,1009.72,late_2mo,36,10000,7708.85,0
PAY-010924,C-0005,2023-06,3316.81,1861.04,late_2mo,0,10000,6696.03,0
PAY-010925,C-4654,2023-03,3737.5,0.0,late_1mo,90,1000,5596.02,1
PAY-010926,C-1492,2023-08,289.38,0.0,on_time,77,1000,2529.18,1
PAY-010927,C-0688,2023-01,2060.88,864.13,late_1mo,71,5000,5748.51,1
PAY-010928,C-2012,2023-01,2474.71,1891.22,late_2mo,2,10000,1325.65,0
PAY-010929,C-0149,2023-08,1889.8,888.17,late_3mo,53,1000,1207.55,0
PAY-010930,C-3104,2023-01,1032.04,0.0,on_time,90,1000,3399.37,1
PAY-010931,C-2911,2023-05,265.81,65.43,on_time,89,5000,5762.66,1
PAY-010932,C-4429,2023-03,1312.37,339.88,late_3mo,43,5000,4720.86,1
PAY-010933,C-3857,2023-12,991.44,159.42,late_2mo,70,5000,6783.08,1
PAY-010934,C-2759,2023-09,4738.74,1086.83,on_time,24,5000,4287.61,0
PAY-010935,C-1927,2023-12,3588.43,2514.83,on_time,4,10000,1496.16,0
PAY-010936,C-4727,2023-12,2980.1,2340.26,late_3mo,1,5000,984.49,0
PAY-010937,C-4769,2023-08,3889.92,2546.37,late_2mo,52,10000,4809.26,0
PAY-010938,C-2693,2023-08,3421.16,0.0,late_1mo,84,1000,5311.37,1
PAY-010939,C-4130,2023-12,3762.88,3262.26,late_1mo,0,10000,1810.18,1
PAY-010940,C-3450,2023-10,4857.36,0.0,late_3mo,79,1000,2443.44,1
PAY-010941,C-1760,2023-11,1162.05,136.69,late_2mo,88,5000,5874.09,1
PAY-010942,C-1045,2023-05,3828.03,0.0,late_2mo,87,1000,5051.36,1
PAY-010943,C-3416,2023-08,4820.82,2874.27,on_time,28,5000,2627.71,0
PAY-010944,C-2593,2023-05,4294.64,0.0,on_time,90,1000,7894.39,1
PAY-010945,C-1910,2023-07,4582.48,2781.73,late_2mo,0,10000,730.14,0
PAY-010946,C-3020,2023-07,2620.54,1823.26,late_2mo,42,10000,6739.71,1
PAY-010947,C-3157,2023-06,4941.26,3473.65,late_3mo,20,10000,1690.85,0
PAY-010948,C-3298,2023-10,628.98,254.03,late_2mo,62,5000,4885.84,1
PAY-010949,C-1452,2023-10,1118.72,347.68,late_1mo,53,10000,7533.5,1
PAY-010950,C-1331,2023-09,336.6,169.99,late_2mo,47,5000,4360.19,0
PAY-010951,C-3725,2023-08,733.88,477.53,on_time,52,10000,9713.09,1
PAY-010952,C-2939,2023-10,1737.75,996.9,on_time,36,10000,5094.66,0
PAY-010953,C-4270,2023-01,647.88,0.0,late_1mo,90,1000,9489.95,1
PAY-010954,C-4551,2023-01,844.1,0.0,late_3mo,68,1000,7149.52,1
PAY-010955,C-4594,2023-06,3177.22,1693.63,on_time,55,10000,9310.67,1
PAY-010956,C-2409,2023-07,254.7,235.2,late_2mo,7,10000,340.43,0
PAY-010957,C-3903,2023-09,2910.92,1630.74,late_2mo,41,5000,5635.51,1
PAY-010958,C-1106,2023-12,436.32,0.0,late_1mo,84,1000,8199.94,1
PAY-010959,C-2556,2023-01,4584.5,1957.06,on_time,33,5000,3598.71,0
PAY-010960,C-2630,2023-10,3762.72,0.0,late_3mo,90,1000,7879.28,1
PAY-010961,C-1379,2023-10,705.91,0.0,late_3mo,90,1000,7391.08,1
PAY-010962,C-3296,2023-11,559.7,242.18,late_2mo,45,10000,7349.57,0
PAY-010963,C-1934,2023-08,2661.13,706.74,late_2mo,66,1000,1214.53,1
PAY-010964,C-2689,2023-10,614.21,165.37,on_time,73,5000,7085.22,1
PAY-010965,C-0983,2023-07,2362.79,0.0,late_3mo,87,1000,3467.38,1
PAY-010966,C-2164,2023-06,1515.52,0.0,late_3mo,84,1000,2614.98,1
PAY-010967,C-0757,2023-05,2535.3,2367.69,late_2mo,2,5000,77.79,0
PAY-010968,C-4566,2023-03,4197.22,421.57,late_1mo,51,5000,6054.6,0
PAY-010969,C-2348,2023-03,204.26,107.35,on_time,28,10000,4856.05,0
PAY-010970,C-1509,2023-04,2212.23,1198.78,late_3mo,67,10000,5575.0,0
PAY-010971,C-2375,2023-01,2374.19,2438.81,late_1mo,32,1000,189.21,0
PAY-010972,C-1775,2023-10,2654.26,1190.7,on_time,12,10000,8131.34,0
PAY-010973,C-2099,2023-07,3687.26,0.0,late_3mo,90,1000,3688.43,1
PAY-010974,C-1491,2023-11,2761.45,1955.38,late_1mo,62,10000,3197.77,0
PAY-010975,C-4585,2023-07,216.37,109.54,late_2mo,72,10000,9496.3,0
PAY-010976,C-0933,2023-12,2177.21,0.0,late_2mo,90,1000,3989.43,1
PAY-010977,C-2576,2023-11,3321.93,2234.58,on_time,62,10000,7181.14,1
PAY-010978,C-2296,2023-09,191.87,67.01,late_3mo,13,10000,9772.94,0
PAY-010979,C-1730,2023-04,1920.13,711.52,on_time,66,10000,9791.37,1
PAY-010980,C-3568,2023-08,2314.17,1772.36,late_2mo,10,5000,1231.74,0
PAY-010981,C-4323,2023-03,4015.98,0.0,late_2mo,81,1000,6584.6,1
PAY-010982,C-3884,2023-05,2230.97,1695.36,late_3mo,18,5000,2569.4,0
PAY-010983,C-4145,2023-09,3415.74,0.0,late_3mo,80,1000,1873.82,0
PAY-010984,C-1439,2023-08,1619.79,891.05,late_3mo,29,5000,2614.26,1
PAY-010985,C-2440,2023-08,2036.05,0.0,on_time,89,5000,8664.09,1
PAY-010986,C-1479,2023-10,467.62,0.0,late_3mo,83,1000,2321.92,1
PAY-010987,C-4569,2023-07,2281.79,0.0,late_1mo,90,1000,3254.69,1
PAY-010988,C-1302,2023-01,4968.82,0.0,on_time,72,1000,1617.99,0
PAY-010989,C-1662,2023-01,3943.13,0.0,on_time,75,1000,6323.05,1
PAY-010990,C-2998,2023-09,3755.89,2458.4,late_3mo,0,10000,2341.13,0
PAY-010991,C-1822,2023-06,1282.46,1233.16,on_time,3,10000,2466.37,0
PAY-010992,C-1643,2023-02,4183.33,0.0,late_1mo,90,1000,6344.7,1
PAY-010993,C-1146,2023-03,3954.94,3325.86,late_3mo,39,10000,5326.46,0
PAY-010994,C-4131,2023-03,3508.36,0.0,late_3mo,82,1000,9349.69,1
PAY-010995,C-0010,2023-09,1437.17,1357.31,late_2mo,8,5000,1224.63,0
PAY-010996,C-1217,2023-12,4785.66,2257.01,on_time,18,10000,7017.9,0
PAY-010997,C-1356,2023-11,173.29,0.0,on_time,88,1000,8076.35,1
PAY-010998,C-3313,2023-03,1977.47,0.0,late_1mo,76,1000,7442.0,1
PAY-010999,C-0458,2023-11,3360.41,1486.83,late_3mo,64,5000,4009.43,1
PAY-011000,C-3594,2023-01,1760.72,0.0,late_1mo,78,5000,8937.87,1
PAY-011001,C-3896,2023-08,3102.84,1325.33,late_2mo,11,10000,5861.18,0
PAY-011002,C-3904,2023-07,1023.75,0.0,on_time,89,1000,9997.8,1
PAY-011003,C-1975,2023-01,2152.07,1778.74,late_2mo,1,5000,1838.98,0
PAY-011004,C-0451,2023-07,285.96,183.02,late_3mo,2,5000,1232.2,0
PAY-011005,C-4479,2023-02,2837.33,0.0,late_3mo,90,1000,6874.57,1
PAY-011006,C-2811,2023-12,2912.88,1892.09,late_2mo,3,10000,3050.12,0
PAY-011007,C-1894,2023-02,3922.16,3209.24,late_3mo,12,10000,2064.69,0
PAY-011008,C-3380,2023-12,1228.55,0.0,late_2mo,74,1000,5845.64,1
PAY-011009,C-0588,2023-02,550.56,401.04,late_3mo,0,10000,3153.55,0
PAY-011010,C-1518,2023-10,553.17,0.0,late_1mo,86,1000,1781.72,1
PAY-011011,C-1371,2023-08,3169.91,0.0,late_1mo,89,5000,9225.8,1
PAY-011012,C-3378,2023-01,4147.3,902.21,late_2mo,73,5000,6633.33,1
PAY-011013,C-4462,2023-08,1027.93,0.0,on_time,84,1000,2394.53,1
PAY-011014,C-0661,2023-03,2506.04,0.0,on_time,85,1000,7057.19,1
PAY-011015,C-3523,2023-09,1230.82,604.78,late_2mo,35,10000,5072.02,0
PAY-011016,C-0899,2023-03,86.06,49.02,late_3mo,48,10000,8730.39,0
PAY-011017,C-4305,2023-08,2746.42,2298.34,late_1mo,23,10000,7187.53,0
PAY-011018,C-1356,2023-03,4295.84,3605.13,late_2mo,31,5000,1305.26,1
PAY-011019,C-3887,2023-07,2149.86,0.0,late_3mo,90,1000,9741.66,1
PAY-011020,C-4706,2023-10,1397.48,328.26,on_time,51,5000,5126.21,0
PAY-011021,C-0180,2023-11,131.53,63.13,late_3mo,28,10000,7149.13,0
PAY-011022,C-2635,2023-05,3955.35,2781.5,on_time,45,10000,3147.7,0
PAY-011023,C-4263,2023-06,4789.3,2965.66,late_2mo,8,5000,2436.41,0
PAY-011024,C-3045,2023-11,2319.59,0.0,late_2mo,90,1000,7482.38,1
PAY-011025,C-3752,2023-09,1267.2,0.0,late_2mo,84,1000,7602.54,1
PAY-011026,C-4694,2023-09,2213.98,0.0,on_time,76,1000,7762.62,1
PAY-011027,C-2380,2023-05,4507.23,2781.96,late_1mo,52,10000,7507.9,0
PAY-011028,C-1871,2023-08,3458.43,0.0,late_3mo,90,1000,8606.62,1
PAY-011029,C-2210,2023-01,3691.39,3061.48,late_1mo,18,5000,989.23,1
PAY-011030,C-0656,2023-12,207.81,0.0,late_3mo,78,1000,5622.92,1
PAY-011031,C-0959,2023-09,247.88,219.7,late_2mo,18,1000,186.23,0
PAY-011032,C-1846,2023-11,2028.5,1792.38,late_1mo,33,1000,275.88,0
PAY-011033,C-0193,2023-12,4898.5,30.75,late_1mo,80,1000,1904.94,1
PAY-011034,C-3056,2023-07,445.88,391.64,late_1mo,5,10000,1436.88,0
PAY-011035,C-2397,2023-06,342.15,0.0,late_1mo,86,1000,7348.71,1
PAY-011036,C-4252,2023-06,2868.21,0.0,late_1mo,73,1000,6949.78,1
PAY-011037,C-2617,2023-08,674.17,0.0,late_1mo,89,1000,8014.43,1
PAY-011038,C-1264,2023-01,1097.43,678.86,on_time,16,10000,6401.1,0
PAY-011039,C-0131,2023-07,4128.86,3027.11,late_3mo,34,1000,549.45,0
PAY-011040,C-3057,2023-11,584.83,435.94,on_time,8,10000,2841.4,1
PAY-011041,C-0725,2023-05,591.72,221.86,on_time,3,10000,6484.66,0
PAY-011042,C-2432,2023-12,1926.78,1846.43,late_1mo,0,5000,225.23,0
PAY-011043,C-2372,2023-09,471.6,0.0,late_1mo,83,1000,8530.46,1
PAY-011044,C-2893,2023-02,1835.76,786.55,late_2mo,59,10000,9436.33,0
PAY-011045,C-2687,2023-10,3184.16,2166.35,late_2mo,35,10000,9239.62,0
PAY-011046,C-1865,2023-10,466.04,337.75,late_3mo,23,5000,1183.56,0
PAY-011047,C-2832,2023-11,3166.05,303.83,on_time,82,5000,8531.07,0
PAY-011048,C-3717,2023-04,4353.57,2716.43,late_2mo,8,10000,7029.14,0
PAY-011049,C-3474,2023-09,2668.4,1938.64,late_2mo,10,1000,573.54,0
PAY-011050,C-4777,2023-07,1577.47,1010.27,late_1mo,35,10000,5604.68,0
PAY-011051,C-2150,2023-03,4699.49,0.0,late_2mo,90,1000,3247.01,1
PAY-011052,C-2907,2023-02,571.97,0.0,late_2mo,84,1000,5233.95,1
PAY-011053,C-3413,2023-07,242.32,181.79,on_time,0,1000,85.71,0
PAY-011054,C-2890,2023-11,954.45,0.0,late_2mo,90,1000,1790.79,1
PAY-011055,C-0583,2023-11,2621.99,1647.0,late_3mo,25,10000,8847.35,0
PAY-011056,C-3964,2023-12,4715.26,0.0,late_2mo,37,5000,5106.97,1
PAY-011057,C-2180,2023-01,2172.37,1347.69,late_3mo,79,10000,7925.2,1
PAY-011058,C-2746,2023-11,3621.0,1846.81,late_2mo,23,10000,7414.14,0
PAY-011059,C-1787,2023-04,1196.51,70.93,on_time,61,5000,6960.88,1
PAY-011060,C-3460,2023-11,3001.87,0.0,late_1mo,88,1000,6856.54,1
PAY-011061,C-2196,2023-12,646.19,485.52,on_time,63,10000,8470.05,1
PAY-011062,C-0557,2023-06,839.07,0.0,late_3mo,70,5000,8947.57,1
PAY-011063,C-3129,2023-06,3740.14,0.0,late_3mo,86,1000,3140.24,1
PAY-011064,C-2301,2023-10,4764.71,0.0,on_time,81,1000,3409.22,1
PAY-011065,C-1546,2023-11,295.34,126.62,late_3mo,35,10000,9187.57,0
PAY-011066,C-3924,2023-12,2724.18,0.0,late_3mo,87,5000,7534.54,0
PAY-011067,C-0134,2023-09,4438.3,0.0,late_3mo,83,1000,2662.77,1
PAY-011068,C-4221,2023-08,2491.0,773.17,late_3mo,76,1000,1215.65,0
PAY-011069,C-2278,2023-05,739.02,0.0,late_3mo,80,1000,9449.64,1
PAY-011070,C-3271,2023-04,1553.79,932.04,late_3mo,32,5000,4055.85,0
PAY-011071,C-3887,2023-03,2162.51,478.49,late_3mo,63,1000,999.0,1
PAY-011072,C-1042,2023-06,2721.92,1619.53,late_1mo,11,1000,747.23,0
PAY-011073,C-0031,2023-12,3900.56,4020.4,late_1mo,9,10000,432.63,0
PAY-011074,C-0163,2023-12,3591.75,1036.89,on_time,86,5000,8912.04,1
PAY-011075,C-4421,2023-09,792.8,0.0,late_3mo,87,1000,2475.79,1
PAY-011076,C-0756,2023-02,90.13,34.01,late_1mo,36,10000,7260.09,0
PAY-011077,C-0337,2023-06,4856.39,4089.28,on_time,29,10000,6015.18,0
PAY-011078,C-4486,2023-10,951.69,0.0,late_1mo,90,1000,6393.88,1
PAY-011079,C-1762,2023-05,2428.79,547.05,late_2mo,67,5000,6062.75,0
PAY-011080,C-4968,2023-02,1903.73,0.0,on_time,90,1000,5830.58,1
PAY-011081,C-0798,2023-12,2451.21,123.35,late_2mo,90,5000,7996.62,0
PAY-011082,C-0217,2023-01,2487.05,0.0,late_3mo,85,5000,9924.83,1
PAY-011083,C-3342,2023-02,4821.69,0.0,on_time,84,1000,7323.27,1
PAY-011084,C-0559,2023-09,4680.34,3810.44,late_1mo,21,5000,2018.39,0
PAY-011085,C-2669,2023-05,4061.3,4788.51,late_2mo,11,10000,346.53,0
PAY-011086,C-0393,2023-04,1179.19,0.0,on_time,89,1000,4203.16,1
PAY-011087,C-1325,2023-08,4102.74,0.0,late_1mo,83,5000,9675.6,1
PAY-011088,C-1727,2023-12,3621.25,2175.28,late_3mo,43,10000,7031.9,0
PAY-011089,C-4297,2023-08,2383.03,0.0,late_1mo,90,1000,9911.42,1
PAY-011090,C-3253,2023-08,1678.14,1317.96,late_2mo,11,10000,3051.36,0
PAY-011091,C-4332,2023-09,3910.99,3210.48,late_2mo,11,5000,194.86,0
PAY-011092,C-2653,2023-08,2063.88,1303.97,late_1mo,23,10000,7518.68,0
PAY-011093,C-2789,2023-12,3218.26,0.0,late_1mo,90,1000,4438.98,1
PAY-011094,C-1681,2023-11,521.07,565.09,late_1mo,14,5000,474.82,0
PAY-011095,C-1471,2023-05,1760.47,0.0,late_2mo,90,1000,5359.83,1
PAY-011096,C-3582,2023-06,4140.66,3380.88,late_1mo,14,10000,4159.83,0
PAY-011097,C-2707,2023-02,3236.71,0.0,late_3mo,90,1000,8149.38,1
PAY-011098,C-2697,2023-12,4224.82,0.0,on_time,90,1000,8402.84,1
PAY-011099,C-0867,2023-09,184.4,0.0,late_3mo,90,1000,4396.17,1
PAY-011100,C-0560,2023-10,2784.36,2321.13,late_2mo,31,10000,2859.04,0
PAY-011101,C-0952,2023-08,2264.97,0.0,late_2mo,90,5000,8845.85,1
PAY-011102,C-2749,2023-09,279.42,0.0,late_2mo,90,1000,2509.65,1
PAY-011103,C-0784,2023-06,3222.08,2879.96,late_1mo,18,10000,814.05,0
PAY-011104,C-1895,2023-01,3274.5,0.0,late_1mo,90,1000,2190.02,1
PAY-011105,C-1226,2023-11,1149.9,122.16,on_time,77,5000,6982.69,0
PAY-011106,C-4698,2023-04,1279.74,0.0,late_2mo,90,1000,2602.81,1
PAY-011107,C-2424,2023-06,146.98,100.0,late_3mo,23,10000,3894.14,0
PAY-011108,C-4362,2023-02,3543.73,0.0,late_2mo,90,1000,7590.41,1
PAY-011109,C-1979,2023-07,157.61,34.67,on_time,71,10000,9750.65,1
PAY-011110,C-3519,2023-07,4138.04,2274.77,late_1mo,44,10000,6707.38,0
PAY-011111,C-2268,2023-09,437.98,259.68,late_2mo,10,10000,3825.55,0
PAY-011112,C-4433,2023-12,441.49,0.0,on_time,73,5000,7190.25,1
PAY-011113,C-4256,2023-08,4460.99,0.0,late_1mo,77,5000,8743.2,1
PAY-011114,C-1467,2023-06,3654.88,3264.5,late_3mo,0,1000,390.08,0
PAY-011115,C-1229,2023-02,1874.24,1708.81,late_1mo,0,10000,2076.27,0
PAY-011116,C-0006,2023-05,1825.21,332.79,late_3mo,78,5000,8064.49,1
PAY-011117,C-1659,2023-07,4846.75,0.0,late_3mo,90,1000,7045.17,1
PAY-011118,C-4447,2023-03,751.19,901.43,on_time,21,5000,362.5,0
PAY-011119,C-0108,2023-01,1041.12,554.08,late_3mo,36,5000,5305.48,0
PAY-011120,C-3772,2023-04,3824.89,2421.5,late_1mo,0,10000,199.73,0
PAY-011121,C-1494,2023-09,2667.26,1442.87,late_2mo,45,5000,4444.13,1
PAY-011122,C-2259,2023-08,4954.88,0.0,late_2mo,70,1000,3866.01,1
