event_id,timestamp,source_ip,dest_ip,protocol,service,duration,src_bytes,dst_bytes,attack_category,is_attack,severity
CYB-0027418,2026-06-28T15:18:53.555119,192.168.79.107,10.0.16.63,tcp,dns,5.02,7350,9658,Normal,0,Low
CYB-0027419,2026-08-01T15:18:53.555119,192.168.94.64,10.0.241.58,udp,dns,9.333,142,6192,Normal,0,Low
CYB-0027420,2026-07-18T13:18:53.555119,192.168.235.117,10.0.247.149,udp,ssh,6.069,7282,5104,Normal,0,Low
CYB-0027421,2026-06-09T05:18:53.555119,192.168.12.1,10.0.66.98,udp,dns,7.912,1368,5477,Normal,0,Low
CYB-0027422,2026-08-15T00:18:53.555119,192.168.176.68,10.0.59.196,udp,dns,3.672,4903,3897,Normal,0,Low
CYB-0027423,2026-07-21T11:18:53.555119,192.168.157.196,10.0.110.10,tcp,dns,4.003,2705,4322,Normal,0,Low
CYB-0027424,2026-07-17T14:18:53.555119,192.168.15.84,10.0.140.109,icmp,ssh,6.556,7014,1829,Normal,0,Low
CYB-0027425,2026-05-29T23:18:53.555119,192.168.161.158,10.0.144.134,tcp,http,2.205,7783,422,Normal,0,Low
CYB-0027426,2026-08-08T01:18:53.555119,192.168.175.96,10.0.13.62,icmp,http,4.842,7972,8280,Normal,0,Low
CYB-0027427,2026-07-30T01:18:53.555119,192.168.201.11,10.0.11.225,tcp,ssh,0.095,3606,2507,Normal,0,Low
CYB-0027428,2026-06-26T23:18:53.555119,192.168.91.166,10.0.157.11,icmp,dns,3.801,1688,504,Normal,0,Low
CYB-0027429,2026-06-18T21:18:53.555119,192.168.158.24,10.0.91.247,tcp,ftp,2.973,5116,7495,Normal,0,Low
CYB-0027430,2026-08-03T03:18:53.555119,192.168.82.71,10.0.144.183,udp,ftp,9.028,7719,6582,Normal,0,Low
CYB-0027431,2026-05-28T17:18:53.555119,192.168.107.199,10.0.165.208,icmp,dns,4.094,8503,5616,Normal,0,Low
CYB-0027432,2026-05-23T05:18:53.555119,192.168.47.41,10.0.28.69,udp,http,2.74,7964,1401,Normal,0,Low
CYB-0027433,2026-06-11T17:18:53.555119,192.168.87.135,10.0.145.76,udp,ftp,2.356,4981,6084,Normal,0,Low
CYB-0027434,2026-06-01T05:18:53.555119,192.168.109.126,10.0.42.122,udp,ftp,4.264,1311,6457,Normal,0,Low
CYB-0027435,2026-07-23T23:18:53.555119,192.168.151.72,10.0.222.121,icmp,ssh,4.817,6014,1930,Normal,0,Low
CYB-0027436,2026-06-06T07:18:53.555119,192.168.205.103,10.0.6.8,udp,dns,8.123,474,6326,Normal,0,Low
CYB-0027437,2026-06-18T07:18:53.555119,192.168.203.162,10.0.41.132,tcp,ftp,1.358,9755,856,Normal,0,Low
CYB-0027438,2026-07-03T12:18:53.555119,192.168.97.183,10.0.96.114,tcp,http,3.98,2077,2859,Normal,0,Low
CYB-0027439,2026-08-13T03:18:53.555119,192.168.62.237,10.0.213.237,icmp,ftp,7.357,643,8856,Fuzzers,1,High
CYB-0027440,2026-05-25T22:18:53.555119,192.168.240.61,10.0.222.64,udp,dns,7.7,1709,5481,Normal,0,Low
CYB-0027441,2026-07-07T21:18:53.555119,192.168.246.125,10.0.103.139,tcp,ssh,8.196,4997,7233,Normal,0,Low
CYB-0027442,2026-05-30T23:18:53.555119,192.168.57.107,10.0.152.236,udp,dns,6.561,7020,6576,Normal,0,Low
CYB-0027443,2026-06-05T23:18:53.555119,192.168.142.232,10.0.34.245,tcp,ssh,3.108,2584,9520,Normal,0,Low
CYB-0027444,2026-05-25T19:18:53.555119,192.168.211.10,10.0.142.16,icmp,ftp,0.72,498,9270,Normal,0,Low
CYB-0027445,2026-08-16T22:18:53.555119,192.168.131.59,10.0.65.253,udp,ssh,2.925,2056,3786,Exploits,1,High
CYB-0027446,2026-07-28T04:18:53.555119,192.168.6.156,10.0.90.253,udp,dns,5.577,6382,2160,Normal,0,Low
CYB-0027447,2026-06-12T19:18:53.555119,192.168.146.193,10.0.152.106,tcp,ftp,2.962,5850,1875,Normal,0,Low
CYB-0027448,2026-07-18T18:18:53.555119,192.168.2.212,10.0.178.164,tcp,ftp,7.709,2361,257,Exploits,1,High
CYB-0027449,2026-06-27T21:18:53.555119,192.168.224.110,10.0.235.222,udp,dns,5.66,1796,7781,Normal,0,Low
CYB-0027450,2026-08-10T20:18:53.555119,192.168.157.199,10.0.9.208,icmp,ssh,3.222,4340,8301,Normal,0,Low
CYB-0027451,2026-07-30T09:18:53.555119,192.168.155.238,10.0.228.170,icmp,ssh,8.637,2895,1151,Normal,0,Low
CYB-0027452,2026-05-27T20:18:53.555119,192.168.104.156,10.0.253.28,icmp,dns,7.556,8442,8920,Normal,0,Low
CYB-0027453,2026-07-06T03:18:53.555119,192.168.205.8,10.0.117.87,icmp,ssh,0.269,4119,6614,DoS,1,High
CYB-0027454,2026-06-13T19:18:53.555119,192.168.134.15,10.0.141.30,udp,http,3.547,8168,4299,Normal,0,Low
CYB-0027455,2026-06-27T12:18:53.555119,192.168.146.50,10.0.162.86,tcp,ftp,2.126,5335,5835,Normal,0,Low
CYB-0027456,2026-06-28T13:18:53.555119,192.168.10.3,10.0.121.127,tcp,ftp,9.727,1921,9218,Normal,0,Low
CYB-0027457,2026-05-25T12:18:53.555119,192.168.114.174,10.0.232.243,udp,dns,6.884,3906,3677,Normal,0,Low
CYB-0027458,2026-05-19T22:18:53.555119,192.168.14.104,10.0.60.19,udp,ssh,2.321,9190,9954,Normal,0,Low
CYB-0027459,2026-07-28T07:18:53.555119,192.168.124.113,10.0.44.116,tcp,dns,9.571,5307,5887,Normal,0,Low
CYB-0027460,2026-07-27T05:18:53.555119,192.168.205.104,10.0.163.74,icmp,ftp,6.988,8751,9127,DoS,1,High
CYB-0027461,2026-06-29T04:18:53.555119,192.168.4.158,10.0.253.68,udp,ftp,7.425,680,8445,Normal,0,Low
CYB-0027462,2026-07-22T15:18:53.555119,192.168.203.181,10.0.46.171,icmp,http,5.43,3808,197,Normal,0,Low
CYB-0027463,2026-07-10T13:18:53.555119,192.168.55.17,10.0.44.36,udp,dns,3.682,5808,3983,Normal,0,Low
CYB-0027464,2026-07-23T07:18:53.555119,192.168.192.51,10.0.27.12,tcp,http,5.255,3884,2006,Normal,0,Low
CYB-0027465,2026-06-26T16:18:53.555119,192.168.66.80,10.0.109.235,udp,dns,8.446,8746,1035,Normal,0,Low
CYB-0027466,2026-08-18T15:18:53.555119,192.168.106.73,10.0.70.189,tcp,dns,0.363,4856,9982,Normal,0,Low
CYB-0027467,2026-06-25T09:18:53.555119,192.168.15.205,10.0.177.159,icmp,ftp,2.748,2250,7815,Normal,0,Low
CYB-0027468,2026-08-20T02:18:53.555119,192.168.134.16,10.0.123.125,icmp,ftp,6.878,6986,672,Normal,0,Low
CYB-0027469,2026-08-09T14:18:53.555119,192.168.139.158,10.0.158.11,udp,dns,1.137,5001,7738,Normal,0,Low
CYB-0027470,2026-07-07T12:18:53.555119,192.168.239.41,10.0.17.128,udp,http,4.369,1253,7137,Normal,0,Low
CYB-0027471,2026-07-28T15:18:53.555119,192.168.232.100,10.0.224.207,icmp,http,0.74,6336,5912,Normal,0,Low
CYB-0027472,2026-07-28T10:18:53.555119,192.168.237.104,10.0.153.203,udp,http,9.442,2088,8061,Normal,0,Low
CYB-0027473,2026-06-05T18:18:53.555119,192.168.246.64,10.0.81.93,icmp,dns,0.588,6393,1470,Normal,0,Low
CYB-0027474,2026-06-20T15:18:53.555119,192.168.77.204,10.0.102.196,udp,http,5.262,6009,9768,Normal,0,Low
CYB-0027475,2026-07-05T06:18:53.555119,192.168.136.122,10.0.104.185,tcp,ftp,2.497,3691,9235,Normal,0,Low
CYB-0027476,2026-06-08T03:18:53.555119,192.168.8.111,10.0.127.72,tcp,http,7.366,4423,3745,Normal,0,Low
CYB-0027477,2026-06-19T23:18:53.555119,192.168.81.134,10.0.25.120,udp,dns,6.903,4687,2828,Normal,0,Low
CYB-0027478,2026-07-23T08:18:53.555119,192.168.88.34,10.0.218.106,udp,http,8.016,767,9006,Normal,0,Low
CYB-0027479,2026-06-20T06:18:53.555119,192.168.135.31,10.0.190.3,tcp,ssh,1.13,7075,4443,Normal,0,Low
CYB-0027480,2026-08-13T09:18:53.555119,192.168.145.108,10.0.229.42,udp,dns,5.604,5123,2365,Normal,0,Low
CYB-0027481,2026-06-07T04:18:53.555119,192.168.161.4,10.0.38.55,icmp,ftp,2.35,8215,8798,Fuzzers,1,High
CYB-0027482,2026-07-05T15:18:53.555119,192.168.115.17,10.0.110.229,udp,ssh,7.8,3661,4222,Normal,0,Low
CYB-0027483,2026-05-26T14:18:53.555119,192.168.78.241,10.0.33.227,tcp,http,0.534,1437,6213,Normal,0,Low
CYB-0027484,2026-07-26T18:18:53.555119,192.168.84.143,10.0.131.155,icmp,ftp,0.799,2578,5790,Normal,0,Low
CYB-0027485,2026-07-28T09:18:53.555119,192.168.57.172,10.0.206.149,udp,ftp,8.174,3146,2746,Normal,0,Low
CYB-0027486,2026-06-30T15:18:53.555119,192.168.184.204,10.0.187.151,tcp,ssh,1.198,4661,5608,Normal,0,Low
CYB-0027487,2026-08-22T15:18:53.555119,192.168.21.7,10.0.29.93,udp,ssh,3.967,8731,8871,Normal,0,Low
CYB-0027488,2026-07-07T08:18:53.555119,192.168.133.218,10.0.183.179,udp,dns,4.281,6831,7210,Normal,0,Low
CYB-0027489,2026-07-11T08:18:53.555119,192.168.69.51,10.0.125.162,udp,http,2.955,7019,7129,Normal,0,Low
CYB-0027490,2026-08-15T14:18:53.555119,192.168.135.223,10.0.189.9,udp,ssh,6.838,7629,6910,Normal,0,Low
CYB-0027491,2026-08-02T17:18:53.555119,192.168.253.156,10.0.82.228,icmp,http,0.603,6800,7936,Normal,0,Low
CYB-0027492,2026-06-30T09:18:53.555119,192.168.227.4,10.0.220.53,tcp,ssh,3.6,5105,1666,Normal,0,Low
CYB-0027493,2026-06-10T05:18:53.555119,192.168.37.252,10.0.152.43,tcp,http,6.999,7313,6774,Normal,0,Low
CYB-0027494,2026-08-14T18:18:53.555119,192.168.16.123,10.0.60.167,tcp,http,9.465,5755,272,Normal,0,Low
CYB-0027495,2026-06-30T05:18:53.555119,192.168.202.69,10.0.130.185,tcp,dns,7.907,7969,5833,Normal,0,Low
CYB-0027496,2026-06-23T00:18:53.555119,192.168.27.252,10.0.95.79,icmp,ftp,7.236,3720,4404,Normal,0,Low
CYB-0027497,2026-08-03T07:18:53.555119,192.168.94.48,10.0.54.41,icmp,dns,5.649,7132,3978,Normal,0,Low
CYB-0027498,2026-08-09T20:18:53.555119,192.168.179.252,10.0.253.71,tcp,ftp,5.467,7448,9588,Normal,0,Low
CYB-0027499,2026-05-27T00:18:53.555119,192.168.233.56,10.0.66.199,udp,ssh,9.337,146,7808,Normal,0,Low
CYB-0027500,2026-07-22T04:18:53.555119,192.168.95.165,10.0.88.47,tcp,http,6.113,1104,7085,Normal,0,Low
CYB-0027501,2026-08-21T19:18:53.555119,192.168.128.2,10.0.216.44,udp,ftp,1.743,1065,8093,Normal,0,Low
CYB-0027502,2026-08-15T06:18:53.555119,192.168.52.206,10.0.13.45,tcp,ssh,9.645,4026,1796,Normal,0,Low
CYB-0027503,2026-05-25T15:18:53.555119,192.168.118.49,10.0.94.11,icmp,dns,4.132,433,3738,Normal,0,Low
CYB-0027504,2026-06-08T00:18:53.555119,192.168.203.88,10.0.146.5,udp,dns,0.251,5658,2681,Normal,0,Low
CYB-0027505,2026-07-16T04:18:53.555119,192.168.122.84,10.0.7.180,icmp,http,8.234,7928,8835,Normal,0,Low
CYB-0027506,2026-05-27T13:18:53.555119,192.168.56.55,10.0.137.162,icmp,ftp,6.277,4991,716,Normal,0,Low
CYB-0027507,2026-07-27T07:18:53.555119,192.168.203.105,10.0.81.185,tcp,http,6.616,3812,1329,Normal,0,Low
CYB-0027508,2026-05-22T10:18:53.555119,192.168.133.169,10.0.39.29,udp,http,3.853,3333,9232,Normal,0,Low
CYB-0027509,2026-06-06T15:18:53.555119,192.168.237.250,10.0.105.146,tcp,dns,9.886,7447,9474,Normal,0,Low
CYB-0027510,2026-08-06T15:18:53.555119,192.168.140.97,10.0.109.90,tcp,http,7.588,3619,4236,Normal,0,Low
CYB-0027511,2026-06-08T17:18:53.555119,192.168.116.92,10.0.36.132,tcp,dns,2.646,9457,1174,Normal,0,Low
CYB-0027512,2026-08-19T07:18:53.555119,192.168.248.249,10.0.31.7,udp,dns,1.329,1076,549,Normal,0,Low
CYB-0027513,2026-05-30T04:18:53.555119,192.168.231.38,10.0.133.46,icmp,ssh,7.008,6842,1611,Exploits,1,High
CYB-0027514,2026-06-06T09:18:53.555119,192.168.148.156,10.0.201.142,tcp,http,4.582,645,2797,Normal,0,Low
CYB-0027515,2026-07-06T16:18:53.555119,192.168.54.39,10.0.234.22,tcp,ssh,6.21,641,6555,Normal,0,Low
CYB-0027516,2026-08-14T21:18:53.555119,192.168.227.238,10.0.180.153,tcp,ssh,9.605,7192,587,Normal,0,Low
CYB-0027517,2026-07-24T09:18:53.555119,192.168.164.6,10.0.146.101,udp,http,5.584,9876,4541,Normal,0,Low
CYB-0027518,2026-05-30T20:18:53.555119,192.168.24.217,10.0.216.77,udp,ssh,6.992,3599,7900,Normal,0,Low
CYB-0027519,2026-06-12T12:18:53.555119,192.168.10.170,10.0.189.87,udp,dns,9.609,2456,2567,Normal,0,Low
CYB-0027520,2026-07-28T18:18:53.555119,192.168.137.157,10.0.131.201,tcp,dns,5.13,5691,1859,Normal,0,Low
CYB-0027521,2026-07-04T05:18:53.555119,192.168.12.231,10.0.128.19,udp,ftp,2.423,1641,5860,Fuzzers,1,High
CYB-0027522,2026-08-13T21:18:53.555119,192.168.59.86,10.0.195.79,tcp,ssh,0.509,459,7147,Normal,0,Low
CYB-0027523,2026-08-11T11:18:53.555119,192.168.192.246,10.0.41.28,udp,ftp,4.523,7452,8918,Normal,0,Low
CYB-0027524,2026-07-05T12:18:53.555119,192.168.198.196,10.0.212.200,icmp,ftp,0.743,6151,234,Normal,0,Low
CYB-0027525,2026-08-13T02:18:53.555119,192.168.112.198,10.0.220.91,tcp,ssh,3.333,7486,9445,Normal,0,Low
CYB-0027526,2026-07-01T12:18:53.555119,192.168.222.219,10.0.33.179,tcp,dns,9.19,6191,5932,Normal,0,Low
CYB-0027527,2026-08-17T17:18:53.555119,192.168.248.6,10.0.116.16,icmp,ssh,3.65,7849,7863,Normal,0,Low
CYB-0027528,2026-06-28T05:18:53.555119,192.168.2.119,10.0.173.231,tcp,http,9.609,8788,7572,Normal,0,Low
CYB-0027529,2026-05-19T06:18:53.555119,192.168.250.166,10.0.14.166,tcp,dns,0.571,3737,9813,Normal,0,Low
CYB-0027530,2026-06-30T04:18:53.555119,192.168.52.193,10.0.34.53,icmp,ssh,1.619,1201,9849,Normal,0,Low
CYB-0027531,2026-06-18T20:18:53.555119,192.168.246.206,10.0.217.100,tcp,ssh,5.586,1848,7875,Normal,0,Low
CYB-0027532,2026-05-25T09:18:53.555119,192.168.226.128,10.0.16.225,tcp,ssh,6.984,6012,1330,Normal,0,Low
CYB-0027533,2026-05-16T01:18:53.555119,192.168.112.114,10.0.24.225,udp,ftp,1.523,8685,4879,Normal,0,Low
CYB-0027534,2026-07-05T07:18:53.555119,192.168.243.76,10.0.84.56,udp,ftp,1.751,6509,4945,Generic,1,High
CYB-0027535,2026-07-03T20:18:53.555119,192.168.141.60,10.0.94.130,icmp,ftp,3.713,7886,3615,Normal,0,Low
CYB-0027536,2026-08-14T15:18:53.555119,192.168.137.136,10.0.91.215,tcp,http,3.756,3006,6447,Normal,0,Low
CYB-0027537,2026-05-20T15:18:53.555119,192.168.33.7,10.0.77.129,tcp,ftp,8.682,8712,2446,Normal,0,Low
CYB-0027538,2026-07-18T22:18:53.555119,192.168.28.138,10.0.157.106,udp,ftp,7.881,1953,4955,Normal,0,Low
CYB-0027539,2026-06-14T20:18:53.555119,192.168.142.135,10.0.15.78,icmp,dns,3.431,4594,9608,Normal,0,Low
CYB-0027540,2026-08-07T06:18:53.555119,192.168.250.176,10.0.102.159,tcp,ssh,4.277,1159,6795,Normal,0,Low
CYB-0027541,2026-06-12T14:18:53.555119,192.168.214.163,10.0.86.229,icmp,http,6.465,3048,4354,Normal,0,Low
CYB-0027542,2026-07-12T13:18:53.555119,192.168.218.34,10.0.183.179,tcp,ssh,8.99,7521,8398,Fuzzers,1,High
CYB-0027543,2026-06-15T01:18:53.555119,192.168.233.127,10.0.249.60,udp,ssh,0.762,9615,8922,Normal,0,Low
CYB-0027544,2026-06-26T11:18:53.555119,192.168.66.119,10.0.124.171,tcp,http,5.225,8945,4059,Normal,0,Low
CYB-0027545,2026-06-16T06:18:53.555119,192.168.215.182,10.0.84.142,icmp,dns,9.869,8462,9974,DoS,1,High
CYB-0027546,2026-08-14T01:18:53.555119,192.168.49.42,10.0.43.44,tcp,ssh,6.047,6800,5016,Normal,0,Low
CYB-0027547,2026-07-15T09:18:53.555119,192.168.147.127,10.0.188.114,udp,ssh,8.951,4560,9174,Normal,0,Low
CYB-0027548,2026-07-26T03:18:53.555119,192.168.238.217,10.0.237.126,icmp,http,7.738,234,3312,Normal,0,Low
CYB-0027549,2026-06-07T00:18:53.555119,192.168.75.36,10.0.153.6,icmp,ftp,9.569,2205,7172,Normal,0,Low
CYB-0027550,2026-07-19T04:18:53.555119,192.168.10.114,10.0.54.237,udp,ssh,8.294,6398,9658,DoS,1,High
CYB-0027551,2026-07-29T18:18:53.555119,192.168.70.241,10.0.112.136,tcp,ftp,2.073,9857,6200,Normal,0,Low
CYB-0027552,2026-07-05T04:18:53.555119,192.168.11.121,10.0.181.147,tcp,dns,8.369,6720,1172,Normal,0,Low
CYB-0027553,2026-05-27T21:18:53.555119,192.168.115.217,10.0.98.83,udp,ftp,5.354,9549,1901,Normal,0,Low
CYB-0027554,2026-05-17T13:18:53.555119,192.168.28.158,10.0.115.180,udp,http,9.973,6246,909,Normal,0,Low
CYB-0027555,2026-07-12T06:18:53.555119,192.168.51.146,10.0.156.200,udp,dns,4.865,3815,4044,Normal,0,Low
CYB-0027556,2026-05-24T12:18:53.555119,192.168.67.160,10.0.38.11,udp,http,6.428,6842,1204,Normal,0,Low
CYB-0027557,2026-05-30T09:18:53.555119,192.168.69.40,10.0.36.15,icmp,ftp,4.547,9192,2481,Normal,0,Low
CYB-0027558,2026-05-29T04:18:53.555119,192.168.91.82,10.0.69.129,icmp,ssh,6.766,1366,1521,Normal,0,Low
CYB-0027559,2026-07-01T01:18:53.555119,192.168.146.84,10.0.122.248,udp,http,7.584,7863,2517,Normal,0,Low
CYB-0027560,2026-07-12T20:18:53.555119,192.168.135.32,10.0.190.101,udp,dns,9.095,1181,1041,Normal,0,Low
CYB-0027561,2026-07-20T06:18:53.555119,192.168.49.111,10.0.221.105,tcp,dns,8.125,9660,8737,Exploits,1,High
CYB-0027562,2026-05-15T05:18:53.555119,192.168.163.23,10.0.242.182,tcp,http,2.91,1869,7075,Normal,0,Low
CYB-0027563,2026-05-29T02:18:53.555119,192.168.59.148,10.0.23.2,icmp,ftp,7.306,3143,2696,Normal,0,Low
CYB-0027564,2026-05-19T00:18:53.555119,192.168.95.177,10.0.140.170,tcp,ssh,8.23,3869,7249,Normal,0,Low
CYB-0027565,2026-08-06T01:18:53.555119,192.168.31.110,10.0.161.173,udp,http,5.023,4330,9012,Normal,0,Low
CYB-0027566,2026-08-01T19:18:53.555119,192.168.149.108,10.0.175.104,udp,http,8.108,1372,1077,Normal,0,Low
CYB-0027567,2026-05-27T23:18:53.555119,192.168.54.60,10.0.200.217,tcp,http,3.825,2831,151,Normal,0,Low
CYB-0027568,2026-07-21T00:18:53.555119,192.168.192.23,10.0.94.124,udp,ssh,4.988,263,1149,Normal,0,Low
CYB-0027569,2026-06-16T04:18:53.555119,192.168.189.50,10.0.174.68,udp,http,6.243,1359,893,Normal,0,Low
CYB-0027570,2026-05-22T11:18:53.555119,192.168.155.189,10.0.115.250,udp,dns,2.998,5186,4698,Normal,0,Low
CYB-0027571,2026-06-29T19:18:53.555119,192.168.235.173,10.0.65.128,udp,ftp,8.458,1305,6126,Normal,0,Low
CYB-0027572,2026-06-30T13:18:53.555119,192.168.77.22,10.0.236.205,tcp,ssh,7.822,2145,979,Normal,0,Low
CYB-0027573,2026-05-23T02:18:53.555119,192.168.45.145,10.0.228.80,udp,ftp,0.807,9039,8147,Normal,0,Low
CYB-0027574,2026-08-18T19:18:53.555119,192.168.225.150,10.0.54.188,udp,ftp,4.242,9261,6685,Normal,0,Low
CYB-0027575,2026-07-05T09:18:53.555119,192.168.232.229,10.0.34.41,udp,dns,4.247,2880,7408,Normal,0,Low
CYB-0027576,2026-06-19T01:18:53.555119,192.168.25.222,10.0.112.19,icmp,ssh,6.245,9235,3580,Normal,0,Low
CYB-0027577,2026-06-25T05:18:53.555119,192.168.64.92,10.0.219.202,udp,ftp,1.44,3868,7121,Normal,0,Low
CYB-0027578,2026-05-22T00:18:53.555119,192.168.182.99,10.0.239.203,icmp,http,2.773,9403,5119,DoS,1,High
CYB-0027579,2026-08-21T17:18:53.555119,192.168.46.223,10.0.184.22,udp,ssh,5.374,4017,6713,Normal,0,Low
CYB-0027580,2026-07-30T16:18:53.555119,192.168.144.2,10.0.140.110,udp,ftp,3.907,9857,7298,Normal,0,Low
CYB-0027581,2026-08-14T06:18:53.555119,192.168.54.214,10.0.229.98,icmp,http,7.289,8011,7436,Normal,0,Low
CYB-0027582,2026-05-20T16:18:53.555119,192.168.190.61,10.0.179.87,udp,ssh,6.943,4182,7775,Normal,0,Low
CYB-0027583,2026-08-16T13:18:53.555119,192.168.160.50,10.0.113.165,icmp,ftp,8.274,9147,3605,Fuzzers,1,High
CYB-0027584,2026-05-31T19:18:53.555119,192.168.52.57,10.0.34.60,icmp,ftp,3.054,5039,915,Normal,0,Low
CYB-0027585,2026-07-08T00:18:53.555119,192.168.61.1,10.0.184.233,icmp,ssh,9.505,4613,3142,Normal,0,Low
CYB-0027586,2026-05-25T17:18:53.555119,192.168.12.41,10.0.60.251,udp,dns,5.397,5928,6052,Normal,0,Low
CYB-0027587,2026-06-03T05:18:53.555119,192.168.19.204,10.0.128.52,tcp,ssh,4.688,8624,8219,Exploits,1,High
CYB-0027588,2026-06-09T09:18:53.555119,192.168.181.233,10.0.115.5,icmp,http,2.016,2907,5418,Normal,0,Low
CYB-0027589,2026-07-23T21:18:53.555119,192.168.55.212,10.0.120.55,udp,dns,5.759,8781,5693,Normal,0,Low
CYB-0027590,2026-07-13T06:18:53.555119,192.168.87.36,10.0.134.66,tcp,http,7.204,2982,8529,Normal,0,Low
CYB-0027591,2026-05-29T21:18:53.555119,192.168.33.143,10.0.91.179,tcp,ssh,5.194,649,9895,Normal,0,Low
CYB-0027592,2026-08-20T08:18:53.555119,192.168.219.250,10.0.242.28,tcp,http,6.378,6516,1681,Normal,0,Low
CYB-0027593,2026-07-16T14:18:53.555119,192.168.62.61,10.0.217.41,udp,dns,7.613,932,1113,Normal,0,Low
CYB-0027594,2026-06-28T19:18:53.555119,192.168.166.107,10.0.147.207,icmp,http,2.953,7038,6784,Fuzzers,1,High
CYB-0027595,2026-08-14T19:18:53.555119,192.168.140.181,10.0.46.96,udp,dns,3.807,6229,4568,Normal,0,Low
CYB-0027596,2026-07-05T19:18:53.555119,192.168.146.201,10.0.61.126,udp,ssh,9.659,1612,8423,Normal,0,Low
CYB-0027597,2026-07-26T06:18:53.555119,192.168.72.220,10.0.34.205,udp,ftp,2.743,6691,4410,Normal,0,Low
CYB-0027598,2026-06-27T10:18:53.555119,192.168.142.33,10.0.163.243,tcp,ftp,1.731,773,6704,Normal,0,Low
CYB-0027599,2026-06-12T12:18:53.555119,192.168.39.73,10.0.149.37,udp,dns,3.9,4592,4193,Normal,0,Low
CYB-0027600,2026-05-26T22:18:53.555119,192.168.115.14,10.0.28.27,icmp,ftp,1.732,6944,7849,DoS,1,High
CYB-0027601,2026-06-15T07:18:53.555119,192.168.174.37,10.0.240.166,udp,http,5.404,6676,9790,Normal,0,Low
CYB-0027602,2026-06-20T19:18:53.555119,192.168.2.60,10.0.127.42,icmp,http,9.384,7226,2399,Normal,0,Low
CYB-0027603,2026-05-22T03:18:53.555119,192.168.184.209,10.0.112.180,udp,ftp,5.723,3905,4906,Normal,0,Low
CYB-0027604,2026-05-26T10:18:53.555119,192.168.191.115,10.0.110.62,tcp,dns,6.474,6889,2304,Normal,0,Low
CYB-0027605,2026-08-01T21:18:53.555119,192.168.215.244,10.0.227.115,tcp,ftp,2.352,9873,4643,Normal,0,Low
CYB-0027606,2026-07-19T22:18:53.555119,192.168.110.58,10.0.150.89,udp,dns,1.342,3200,4151,Normal,0,Low
CYB-0027607,2026-07-08T17:18:53.555119,192.168.143.95,10.0.144.55,icmp,dns,0.585,1034,3240,Normal,0,Low
CYB-0027608,2026-06-05T20:18:53.555119,192.168.197.224,10.0.34.174,icmp,ssh,5.99,6272,2085,Normal,0,Low
CYB-0027609,2026-08-22T10:18:53.555119,192.168.8.92,10.0.251.91,icmp,ssh,8.693,319,6995,Normal,0,Low
CYB-0027610,2026-08-10T09:18:53.555119,192.168.177.105,10.0.196.81,udp,ssh,5.174,5679,5171,Normal,0,Low
CYB-0027611,2026-05-23T05:18:53.555119,192.168.168.15,10.0.179.18,udp,http,6.653,9549,6549,Normal,0,Low
CYB-0027612,2026-07-29T03:18:53.555119,192.168.119.172,10.0.239.90,icmp,ssh,0.137,610,4019,Normal,0,Low
CYB-0027613,2026-06-21T12:18:53.555119,192.168.253.153,10.0.242.79,icmp,dns,6.378,7927,6973,Normal,0,Low
CYB-0027614,2026-07-31T17:18:53.555119,192.168.48.156,10.0.125.68,icmp,ssh,1.339,9513,7906,DoS,1,High
CYB-0027615,2026-05-19T11:18:53.555119,192.168.231.229,10.0.200.101,tcp,http,1.478,3928,7487,Normal,0,Low
CYB-0027616,2026-08-12T15:18:53.555119,192.168.187.2,10.0.194.251,icmp,ftp,2.21,8198,9193,Normal,0,Low
CYB-0027617,2026-05-28T16:18:53.555119,192.168.237.141,10.0.70.119,udp,ftp,3.06,4191,8349,Normal,0,Low
CYB-0027618,2026-08-19T01:18:53.555119,192.168.193.90,10.0.58.31,icmp,http,4.05,2452,5992,Normal,0,Low
CYB-0027619,2026-05-22T19:18:53.555119,192.168.15.222,10.0.15.208,icmp,ssh,4.318,9699,369,Normal,0,Low
CYB-0027620,2026-05-20T19:18:53.555119,192.168.244.228,10.0.162.184,tcp,http,0.609,4158,6627,Normal,0,Low
CYB-0027621,2026-06-25T23:18:53.555119,192.168.27.147,10.0.109.61,tcp,ssh,1.339,4681,8560,Normal,0,Low
CYB-0027622,2026-06-19T05:18:53.555119,192.168.243.32,10.0.104.56,tcp,dns,4.38,4159,4656,Normal,0,Low
CYB-0027623,2026-07-20T17:18:53.555119,192.168.146.80,10.0.83.105,tcp,ftp,0.7,9165,392,Fuzzers,1,High
CYB-0027624,2026-07-27T08:18:53.555119,192.168.168.196,10.0.49.74,tcp,http,3.42,7223,7059,Normal,0,Low
CYB-0027625,2026-06-22T20:18:53.555119,192.168.84.75,10.0.117.69,udp,dns,8.467,3746,1879,Normal,0,Low
CYB-0027626,2026-06-26T16:18:53.555119,192.168.51.122,10.0.42.172,tcp,ssh,2.754,4821,3618,Normal,0,Low
CYB-0027627,2026-06-22T09:18:53.555119,192.168.23.58,10.0.249.98,tcp,ftp,4.213,9675,2728,Normal,0,Low
CYB-0027628,2026-08-12T11:18:53.555119,192.168.138.199,10.0.154.21,udp,ssh,0.072,4859,4444,Normal,0,Low
CYB-0027629,2026-07-21T13:18:53.555119,192.168.78.54,10.0.232.145,icmp,ftp,1.837,5592,4298,Normal,0,Low
